,1st_ace_percentage,1st_serve_percentage,1st_velocity,2nd_velocity,ad_percentage,deuce_percentage,double_fault_percentage,gender,opponent,player,points_won,serve_win_percentage,surface,tournament,handedness,Height
903,0.029850746,0.72826087,0,0,0.529411765,0.470588235,0.032608696,F,Kristyna Pliskova,Viktorija Golubic,88,0.554347826,hard,aus,R,66.54
1171,0.096774194,0.563636364,88.64516129,71,0.472222222,0.527777778,0.072727273,F,Annika Beck,Anastasija Sevastova,66,0.654545455,clay,french,R,66.54
1172,0.0625,0.680851064,74.4375,57.71428571,0.571428571,0.428571429,0.021276596,F,Eugenie Bouchard,Anastasija Sevastova,59,0.595744681,clay,french,R,66.54
1173,0,0.627906977,0,0,0.470588235,0.529411765,0,F,Petra Martic,Anastasija Sevastova,28,0.395348837,clay,french,R,66.54
1174,0.081632653,0.620253165,0,0,0.468085106,0.531914894,0.037974684,F,Yulia Putintseva,Anastasija Sevastova,79,0.594936709,grass,wimbledon,R,66.54
1175,0,0.574468085,95.92592593,77.9,0.722222222,0.277777778,0,F,Heather Watson,Anastasija Sevastova,40,0.382978723,grass,wimbledon,R,66.54
1176,0,0.7,94.78571429,72.53333333,0.514285714,0.485714286,0.05,F,Donna Vekic,Anastasija Sevastova,66,0.583333333,hard,us,R,66.54
1177,0,0.613636364,96.48148148,76.78125,0.473684211,0.526315789,0.022727273,F,Maria Sharapova,Anastasija Sevastova,94,0.647727273,hard,us,R,66.54
1178,0.016129032,0.607843137,98.70967742,71.45945946,0.466666667,0.533333333,0.029411765,F,Sloane Stephens,Anastasija Sevastova,105,0.588235294,hard,us,R,66.54
1179,0.071428571,0.482758621,0,0,0.473684211,0.526315789,0.137931034,F,Nao Hibino,Anastasija Sevastova,32,0.655172414,hard,aus,R,66.54
1180,0.057142857,0.555555556,0,0,0.55,0.45,0.047619048,F,Kristina Kucova,Anastasija Sevastova,69,0.634920635,hard,aus,R,66.54
1181,0.096774194,0.574074074,99.74193548,81.82608696,0.5,0.5,0,F,,Anastasija Sevastova,42,0.481481481,hard,aus,R,66.54
1316,0,0.60952381,79.203125,68.75,0.507936508,0.492063492,0.00952381,F,Johanna Konta,Su Wei Hsieh,94,0.6,clay,french,R,66.54
1317,0.034482759,0.698795181,0,0,0.454545455,0.545454545,0.012048193,F,Taylor Townsend,Su Wei Hsieh,86,0.530120482,clay,french,R,66.54
1318,0,0.646017699,68.60273973,61.47222222,0.466666667,0.533333333,0.03539823,F,Caroline Garcia,Su Wei Hsieh,117,0.530973451,clay,french,R,66.54
1319,0,0.442307692,90.56521739,79.5,0.47826087,0.52173913,0.057692308,F,Johanna Konta,Su Wei Hsieh,37,0.442307692,grass,wimbledon,R,66.54
1320,0,0.631578947,0,0,0.476190476,0.523809524,0.078947368,F,Karin Knapp,Su Wei Hsieh,50,0.552631579,hard,aus,R,66.54
1321,0.019230769,0.722222222,82.21153846,72.55,0.525,0.475,0,F,Dominika Cibulkova,Su Wei Hsieh,72,0.555555556,hard,aus,R,66.54
1413,0.023809524,0.538461538,0,0,0.512195122,0.487804878,0.128205128,F,Irina Camelia Begu,Mariana Duque Marino,77,0.525641026,clay,french,R,66.54
1414,0,0.663366337,0,0,0.462962963,0.537037037,0.069306931,F,Magdalena Rybarikova,Mariana Duque Marino,103,0.534653465,clay,french,R,66.54
1415,0,0.578947368,0,0,0.448979592,0.551020408,0.063157895,F,Veronica Cepede Royg,Mariana Duque Marino,111,0.515789474,clay,french,R,66.54
1323,0,0.677966102,76.825,66,0.485714286,0.514285714,0.033898305,F,Miyu Kato,Taylor Townsend,67,0.593220339,clay,french,L,66.93
1324,0.01754386,0.76,0,0,0.545454545,0.454545455,0.026666667,F,Su Wei Hsieh,Taylor Townsend,72,0.44,clay,french,L,66.93
1325,0.059701493,0.67,88.89552239,79.07692308,0.547169811,0.452830189,0.07,F,Ana Bogdan,Taylor Townsend,94,0.53,hard,us,L,66.93
721,0.029411765,0.684563758,0,0,0.511111111,0.488888889,0.026845638,M,Andrey Rublev,Diego Schwartzman,154,0.604026846,clay,french,R,66.93
722,0.028985507,0.633027523,0,0,0.52173913,0.47826087,0.036697248,M,Stefano Napolitano,Diego Schwartzman,109,0.633027523,clay,french,R,66.93
723,0.032608696,0.60130719,81.57608696,68.98214286,0.444444444,0.555555556,0.032679739,M,Novak Djokovic,Diego Schwartzman,114,0.529411765,clay,french,R,66.93
724,0.041666667,0.607594937,102.8541667,78.96428571,0.488372093,0.511627907,0.037974684,M,Grigor Dimitrov,Diego Schwartzman,70,0.544303797,grass,wimbledon,R,66.93
725,0.04950495,0.696551724,97.81188119,73.325,0.571428571,0.428571429,0.027586207,M,Marin Cilic,Diego Schwartzman,147,0.579310345,hard,us,R,66.93
726,0.094117647,0.625,98.17647059,77.23404255,0.469135802,0.530864198,0.029411765,M,Lucas Pouille,Diego Schwartzman,127,0.595588235,hard,us,R,66.93
727,0.088888889,0.625,103.3555556,83.79166667,0.486486486,0.513513514,0.041666667,M,Pablo Carreno Busta,Diego Schwartzman,72,0.513888889,hard,us,R,66.93
728,0.119047619,0.583333333,0,0,0.538461538,0.461538462,0.055555556,M,Pablo Cuevas,Diego Schwartzman,94,0.722222222,hard,aus,R,66.93
729,0.074626866,0.56779661,0,0,0.485714286,0.514285714,0.042372881,M,Steve Darcis,Diego Schwartzman,111,0.593220339,hard,aus,R,66.93
803,0.021276596,0.723076923,81.06382979,63.35294118,0.555555556,0.444444444,0.015384615,F,Lesia Tsurenko,Kateryna Kozlova,45,0.415384615,clay,french,R,66.93
804,0.033333333,0.697674419,93.81666667,77.39130435,0.5,0.5,0.034883721,F,Venus Williams,Kateryna Kozlova,79,0.558139535,hard,aus,R,66.93
823,0.068181818,0.571428571,71.18181818,69.46666667,0.5,0.5,0.038961039,F,Roberta Vinci,Monica Puig,84,0.649350649,clay,french,R,66.93
824,0.090909091,0.6875,0,0,0.607142857,0.392857143,0.0625,F,Jelena Ostapenko,Monica Puig,47,0.583333333,clay,french,R,66.93
825,0.083333333,0.5625,99.13888889,86.88461538,0.470588235,0.529411765,0.03125,F,Timea Bacsinszky,Monica Puig,42,0.53125,grass,wimbledon,R,66.93
826,0.04,0.609756098,0,0,0.586206897,0.413793103,0,F,Patricia Maria Tig,Monica Puig,51,0.707317073,hard,aus,R,66.93
827,0.027027027,0.616666667,0,0,0.538461538,0.461538462,0.033333333,F,Mona Barthel,Monica Puig,58,0.433333333,hard,aus,R,66.93
855,0,0.661290323,49.19512195,41.85714286,0.4,0.6,0.112903226,F,Bethanie Mattek Sands,Evgeniya Rodina,52,0.403225806,clay,french,R,66.93
856,0,0.784615385,95.54901961,77.5,0.485714286,0.514285714,0.030769231,F,Karolina Pliskova,Evgeniya Rodina,53,0.538461538,grass,wimbledon,R,66.93
857,0.023255814,0.716666667,89.04651163,74.2,0.55,0.45,0.033333333,F,Eugenie Bouchard,Evgeniya Rodina,75,0.666666667,hard,us,R,66.93
858,0.024390244,0.650793651,93.07317073,76.5,0.527777778,0.472222222,0.031746032,F,Elina Svitolina,Evgeniya Rodina,56,0.571428571,hard,us,R,66.93
859,0.02173913,0.647887324,0,0,0.470588235,0.529411765,0.070422535,F,Anastasia Pavlyuchenkova,Evgeniya Rodina,60,0.478873239,hard,aus,R,66.93
921,0,0.576470588,98.3877551,71.5,0.441860465,0.558139535,0.047058824,F,Svetlana Kuznetsova,Christina McHale,79,0.505882353,clay,french,R,66.93
922,0.038461538,0.525252525,105.5192308,82.97435897,0.442622951,0.557377049,0.080808081,F,Katie Boulter,Christina McHale,98,0.616161616,grass,wimbledon,R,66.93
923,0.073529412,0.571428571,102.1617647,79.91666667,0.507042254,0.492957746,0.025210084,F,Agnieszka Radwanska,Christina McHale,104,0.596638655,grass,wimbledon,R,66.93
924,0.130434783,0.657142857,94.97826087,72.75,0.46875,0.53125,0.057142857,F,Daria Kasatkina,Christina McHale,55,0.457142857,hard,us,R,66.93
1078,0.117647059,0.62962963,0,0,0.58974359,0.41025641,0.055555556,F,Jelena Jankovic,Richel Hogenkamp,66,0.722222222,clay,french,R,66.93
1079,0.027027027,0.544117647,80.16216216,60.53571429,0.485714286,0.514285714,0.044117647,F,Elise Mertens,Richel Hogenkamp,59,0.514705882,clay,french,R,66.93
1080,0,0.625,0,0,0.5,0.5,0,F,Madison Brengle,Richel Hogenkamp,54,0.53125,grass,wimbledon,R,66.93
1094,0,0.590163934,0,0,0.4,0.6,0.032786885,F,Sara Sorribes Tormo,Timea Bacsinszky,65,0.573770492,clay,french,R,66.93
1095,0,0.740740741,82.225,68.61538462,0.416666667,0.583333333,0.018518519,F,Madison Brengle,Timea Bacsinszky,65,0.666666667,clay,french,R,66.93
1096,0,0.659574468,75.5483871,67.86666667,0.4375,0.5625,0.021276596,F,Ons Jabeur,Timea Bacsinszky,66,0.680851064,clay,french,R,66.93
1097,0,0.709677419,81.22727273,67.91666667,0.528301887,0.471698113,0.032258065,F,Venus Williams,Timea Bacsinszky,105,0.569892473,clay,french,R,66.93
1098,0.020833333,0.705882353,77.14583333,77.57894737,0.5,0.5,0.014705882,F,Kristina Mladenovic,Timea Bacsinszky,79,0.588235294,clay,french,R,66.93
1099,0.061538462,0.656565657,78.36923077,66.66666667,0.479166667,0.520833333,0.01010101,F,Jelena Ostapenko,Timea Bacsinszky,105,0.484848485,clay,french,R,66.93
1100,0.206896552,0.591836735,93.34482759,83.22222222,0.487804878,0.512195122,0.040816327,F,Monica Puig,Timea Bacsinszky,71,0.836734694,grass,wimbledon,R,66.93
1101,0.157894737,0.655172414,93.63157895,82.22222222,0.5,0.5,0.034482759,F,Kristina Kucova,Timea Bacsinszky,53,0.827586207,grass,wimbledon,R,66.93
1102,0.02173913,0.621621622,94.15217391,78.96153846,0.55,0.45,0.027027027,F,Agnieszka Radwanska,Timea Bacsinszky,79,0.540540541,grass,wimbledon,R,66.93
1103,0.078125,0.633663366,0,0,0.464285714,0.535714286,0.03960396,F,Camila Giorgi,Timea Bacsinszky,113,0.554455446,hard,aus,R,66.93
1104,0.040816327,0.653333333,85.36734694,74.375,0.466666667,0.533333333,0.026666667,F,Danka Kovinic,Timea Bacsinszky,77,0.6,hard,aus,R,66.93
1105,0.056338028,0.676190476,89.46478873,78.7,0.37254902,0.62745098,0.038095238,F,Daria Gavrilova,Timea Bacsinszky,90,0.485714286,hard,aus,R,66.93
1182,0,0.661016949,78.61538462,64.1,0.379310345,0.620689655,0,F,Anastasija Sevastova,Annika Beck,48,0.491525424,clay,french,R,66.93
1183,0,0.673913043,0,0,0.578947368,0.421052632,0.065217391,F,Polona Hercog,Annika Beck,34,0.413043478,grass,wimbledon,R,66.93
1184,0.015625,0.711111111,80.734375,70.11764706,0.534883721,0.465116279,0.1,F,Ashleigh Barty,Annika Beck,71,0.477777778,hard,aus,R,66.93
1387,0,0.588235294,80.53333333,68.47368421,0.545454545,0.454545455,0.039215686,F,Agnieszka Radwanska,Fiona Ferro,40,0.431372549,clay,french,R,66.93
1463,0,0.791044776,69.69811321,51.76923077,0.5625,0.4375,0.014925373,F,Karolina Pliskova,Saisai Zheng,55,0.47761194,clay,french,R,66.93
1464,0.032258065,0.484375,0,0,0.533333333,0.466666667,0.03125,F,Daria Kasatkina,Saisai Zheng,49,0.46875,grass,wimbledon,R,66.93
1465,0.028571429,0.729166667,87.91428571,65.375,0.475409836,0.524590164,0.020833333,F,Alison Van Uytvanck,Saisai Zheng,107,0.635416667,hard,us,R,66.93
1466,0.043478261,0.638888889,85.26086957,69.8,0.428571429,0.571428571,0.083333333,F,Julia Goerges,Saisai Zheng,25,0.388888889,hard,us,R,66.93
1467,0,0.56,91.92857143,76.27777778,0.476190476,0.523809524,0.08,F,Danka Kovinic,Saisai Zheng,34,0.42,hard,aus,R,66.93
1519,0,0.723404255,88.05882353,75.63636364,0.448275862,0.551724138,0.042553191,F,Marketa Vondrousova,Daria Kasatkina,53,0.617021277,clay,french,R,66.93
1520,0,0.671641791,70.24444444,57.47058824,0.5,0.5,0.074626866,F,Simona Halep,Daria Kasatkina,50,0.417910448,clay,french,R,66.93
1521,0.064516129,0.596153846,0,0,0.545454545,0.454545455,0.038461538,F,Saisai Zheng,Daria Kasatkina,67,0.634615385,grass,wimbledon,R,66.93
1522,0.027027027,0.596774194,0,0,0.454545455,0.545454545,0.080645161,F,Anett Kontaveit,Daria Kasatkina,42,0.532258065,grass,wimbledon,R,66.93
1523,0.078947368,0.666666667,90.26315789,65.86666667,0.529411765,0.470588235,0.070175439,F,Christina McHale,Daria Kasatkina,72,0.596491228,hard,us,R,66.93
1524,0.020408163,0.765625,90.87755102,74.72727273,0.514285714,0.485714286,0.0625,F,Jelena Ostapenko,Daria Kasatkina,62,0.546875,hard,us,R,66.93
1525,0.023809524,0.666666667,89.47619048,71.94117647,0.464285714,0.535714286,0.063492063,F,Kaia Kanepi,Daria Kasatkina,62,0.444444444,hard,us,R,66.93
1526,0,0.765625,0,0,0.444444444,0.555555556,0,F,Shuai Peng,Daria Kasatkina,54,0.421875,hard,aus,R,66.93
1729,0,0.666666667,90.74074074,82.38095238,0.446808511,0.553191489,0.074074074,F,Lauren Davis,Sofia Kenin,94,0.580246914,hard,us,R,66.93
1730,0.027027027,0.637931034,92.51351351,81.83870968,0.5,0.5,0.094827586,F,Sachia Vickery,Sofia Kenin,121,0.568965517,hard,us,R,66.93
1731,0.025,0.64516129,95.025,85.1875,0.689655172,0.310344828,0.096774194,F,Maria Sharapova,Sofia Kenin,59,0.467741935,hard,us,R,66.93
1753,0.014925373,0.582608696,100.2089552,79.61363636,0.569444444,0.430555556,0.034782609,M,Alex Bolt,Yoshihito Nishioka,120,0.626086957,hard,aus,L,67
1754,0.028169014,0.601694915,92.76056338,67.70454545,0.518518519,0.481481481,0.025423729,M,Roberto Bautista Agut,Yoshihito Nishioka,84,0.457627119,hard,aus,L,67
1486,0,0.592592593,76.83333333,72.29032258,0.568181818,0.431818182,0.024691358,F,Kiki Bertens,Catherine Bellis,78,0.543209877,clay,french,R,67
1487,0,0.5625,90.46666667,74.70967742,0.463414634,0.536585366,0.05,F,Caroline Wozniacki,Catherine Bellis,76,0.5125,clay,french,R,67
1488,0.017857143,0.615384615,94.89285714,81.90322581,0.488888889,0.511111111,0.043956044,F,Victoria Azarenka,Catherine Bellis,72,0.494505495,grass,wimbledon,R,67
1489,0.056603774,0.569892473,93.67924528,78.19444444,0.5,0.5,0.043010753,F,Nao Hibino,Catherine Bellis,86,0.559139785,hard,us,R,67
1648,0.032258065,0.607843137,0,0,0.444444444,0.555555556,0,F,Alison Riske,Sloane Stephens,49,0.529411765,grass,wimbledon,R,67
1649,0.055555556,0.507042254,94.30555556,78.03030303,0.476190476,0.523809524,0.028169014,F,Roberta Vinci,Sloane Stephens,69,0.591549296,hard,us,R,67
1650,0.04,0.70754717,94.17333333,71.48275862,0.475409836,0.524590164,0.018867925,F,Dominika Cibulkova,Sloane Stephens,116,0.575471698,hard,us,R,67
1651,0.022222222,0.671641791,95.55555556,71.81818182,0.583333333,0.416666667,0,F,Ashleigh Barty,Sloane Stephens,67,0.537313433,hard,us,R,67
1652,0.039215686,0.698630137,95.68627451,76.47619048,0.538461538,0.461538462,0.01369863,F,Julia Goerges,Sloane Stephens,83,0.712328767,hard,us,R,67
1653,0,0.716981132,93.19736842,68.89285714,0.508196721,0.491803279,0.018867925,F,Anastasija Sevastova,Sloane Stephens,103,0.575471698,hard,us,R,67
1654,0.036363636,0.639534884,96.34545455,74.65517241,0.520833333,0.479166667,0.023255814,F,Venus Williams,Sloane Stephens,90,0.558139535,hard,us,R,67
1722,0.05,0.5,75.8,76.06666667,0.5,0.5,0.125,F,Daria Gavrilova,Allie Kiick,33,0.3,hard,us,R,67
1774,0,0.64,0,0,0.486486486,0.513513514,0.08,F,Jaimee Fourlis,Anna Tatishvili,75,0.493333333,hard,aus,R,67
1166,0.09375,0.653061224,82.5625,72.375,0.441176471,0.558823529,0.020408163,F,,Magda Linette,74,0.693877551,clay,french,R,67.32
1167,0.051282051,0.795918367,0,0,0.533333333,0.466666667,0.040816327,F,Ana Konjuh,Magda Linette,61,0.612244898,clay,french,R,67.32
1168,0.015873016,0.797468354,64.55555556,53.8,0.458333333,0.541666667,0.012658228,F,Elina Svitolina,Magda Linette,66,0.607594937,clay,french,R,67.32
1169,0.020833333,0.615384615,0,0,0.465116279,0.534883721,0.051282051,F,Bethanie Mattek Sands,Magda Linette,71,0.551282051,grass,wimbledon,R,67.32
1170,0,0.6,95.77777778,76.06666667,0.45,0.55,0.066666667,F,Karolina Pliskova,Magda Linette,44,0.444444444,hard,us,R,67.32
1641,0,0.62745098,0,0,0.681818182,0.318181818,0.039215686,F,Zarina Diyas,Xinyun Han,51,0.431372549,grass,wimbledon,L,67.72
996,0.027777778,0.705882353,87.66666667,77.61538462,0.540540541,0.459459459,0.039215686,F,Mirjana Lucic Baroni,Cagla Buyukakcay,63,0.725490196,clay,french,R,67.72
997,0,0.771084337,0,0,0.476190476,0.523809524,0.012048193,F,Shelby Rogers,Cagla Buyukakcay,75,0.506024096,clay,french,R,67.72
998,0.093023256,0.735042735,0,0,0.538461538,0.461538462,0.042735043,F,Oceane Dodin,Cagla Buyukakcay,99,0.555555556,hard,aus,R,67.72
1060,0.048780488,0.532467532,98.63414634,81.97142857,0.5,0.5,0.012987013,F,Venus Williams,Qiang Wang,78,0.571428571,clay,french,R,67.72
1061,0.046511628,0.671875,0,0,0.558139535,0.441860465,0.03125,F,Kai Chen Chang,Qiang Wang,64,0.671875,grass,wimbledon,R,67.72
1062,0.066666667,0.606060606,101.1,88.2,0.448275862,0.551724138,0.04040404,F,Venus Williams,Qiang Wang,87,0.585858586,grass,wimbledon,R,67.72
1063,0.096774194,0.688888889,98.96774194,75.04166667,0.519230769,0.480769231,0.044444444,F,Mirjana Lucic Baroni,Qiang Wang,99,0.577777778,hard,aus,R,67.72
1254,0,0.611940299,0,0,0.586206897,0.413793103,0.014925373,F,Carla Suarez Navarro,Maria Sakkari,45,0.432835821,clay,french,R,67.72
1255,0.189189189,0.649122807,0,0,0.5,0.5,0.052631579,F,Katerina Siniakova,Maria Sakkari,60,0.666666667,grass,wimbledon,R,67.72
1256,0.043478261,0.638888889,0,0,0.450704225,0.549295775,0.037037037,F,Kristyna Pliskova,Maria Sakkari,112,0.657407407,grass,wimbledon,R,67.72
1257,0.078947368,0.567164179,98.65789474,86.25925926,0.444444444,0.555555556,0.029850746,F,Johanna Konta,Maria Sakkari,47,0.537313433,grass,wimbledon,R,67.72
1258,0,0.5,93.66666667,83.36,0.555555556,0.444444444,0.037037037,F,Venus Williams,Maria Sakkari,49,0.5,hard,us,R,67.72
1259,0.028571429,0.714285714,0,0,0.457142857,0.542857143,0,F,Anett Kontaveit,Maria Sakkari,62,0.714285714,hard,aus,R,67.72
1260,0.040540541,0.691588785,90.32432432,77.78125,0.467741935,0.532258065,0.009345794,F,,Maria Sakkari,107,0.579439252,hard,aus,R,67.72
1261,0,0.720930233,92.29032258,78.39130435,0.5,0.5,0.011627907,F,Mirjana Lucic Baroni,Maria Sakkari,77,0.534883721,hard,aus,R,67.72
1281,0.027777778,0.580645161,0,0,0.513513514,0.486486486,0.032258065,F,Ying Ying Duan,Tatjana Maria,64,0.596774194,clay,french,R,67.72
1282,0.027027027,0.552238806,89.18918919,61.66666667,0.514285714,0.485714286,0.044776119,F,Simona Halep,Tatjana Maria,62,0.52238806,clay,french,R,67.72
1283,0.227272727,0.511627907,0,0,0.619047619,0.380952381,0.069767442,F,Anastasia Potapova,Tatjana Maria,45,0.488372093,grass,wimbledon,R,67.72
1284,0.038461538,0.433333333,0,0,0.5,0.5,0.05,F,Coco Vandeweghe,Tatjana Maria,46,0.566666667,grass,wimbledon,R,67.72
1285,0.025,0.555555556,95.075,74.9,0.578947368,0.421052632,0.027777778,F,Madison Keys,Tatjana Maria,54,0.527777778,hard,us,R,67.72
1388,0.142857143,0.549019608,81.07142857,62.13636364,0.545454545,0.454545455,0.019607843,F,Fiona Ferro,Agnieszka Radwanska,62,0.647058824,clay,french,R,67.72
1389,0.016129032,0.681318681,81.4516129,62.14285714,0.440677966,0.559322034,0.010989011,F,Alison Van Uytvanck,Agnieszka Radwanska,100,0.648351648,clay,french,R,67.72
1390,0,0.551020408,73.74074074,49.85714286,0.5625,0.4375,0.020408163,F,,Agnieszka Radwanska,40,0.326530612,clay,french,R,67.72
1391,0.066666667,0.681818182,88,67.42857143,0.441860465,0.558139535,0,F,Jelena Jankovic,Agnieszka Radwanska,73,0.651515152,grass,wimbledon,R,67.72
1392,0.090909091,0.653465347,93.46969697,69.45454545,0.588235294,0.411764706,0.01980198,F,Christina McHale,Agnieszka Radwanska,116,0.673267327,grass,wimbledon,R,67.72
1393,0,0.744680851,90.71428571,75.13043478,0.490909091,0.509090909,0.010638298,F,Timea Bacsinszky,Agnieszka Radwanska,89,0.585106383,grass,wimbledon,R,67.72
1394,0,0.653846154,90.21568627,74.44444444,0.488372093,0.511627907,0,F,Svetlana Kuznetsova,Agnieszka Radwanska,59,0.551282051,grass,wimbledon,R,67.72
1395,0.145833333,0.71641791,83.77083333,60.83333333,0.511111111,0.488888889,0.014925373,F,Petra Martic,Agnieszka Radwanska,77,0.671641791,hard,us,R,67.72
1396,0.088235294,0.548387097,92.02941176,68.07407407,0.416666667,0.583333333,0.016129032,F,Yulia Putintseva,Agnieszka Radwanska,72,0.580645161,hard,us,R,67.72
1397,0,0.615384615,92.95833333,68.125,0.492063492,0.507936508,0.042735043,F,CoCo Vandeweghe,Agnieszka Radwanska,111,0.538461538,hard,us,R,67.72
1398,0.05,0.597014925,90.05,68.18518519,0.538461538,0.461538462,0,F,Tsvetana Pironkova,Agnieszka Radwanska,79,0.582089552,hard,aus,R,67.72
1399,0.03125,0.581818182,91.40625,72.52631579,0.5,0.5,0.072727273,F,Mirjana Lucic Baroni,Agnieszka Radwanska,42,0.436363636,hard,aus,R,67.72
1642,0.021276596,0.701492537,0,0,0.447368421,0.552631579,0.089552239,F,Xinyun Han,Zarina Diyas,67,0.567164179,grass,wimbledon,R,67.72
1643,0.063492063,0.724137931,0,0,0.489361702,0.510638298,0.022988506,F,Arina Rodionova,Zarina Diyas,89,0.540229885,grass,wimbledon,R,67.72
1644,0.037735849,0.746478873,95.73584906,89.70588235,0.5,0.5,0.014084507,F,Petra Martic,Zarina Diyas,68,0.478873239,grass,wimbledon,R,67.72
1674,0.178571429,0.56,0,0,0.394736842,0.605263158,0.02,F,Ying Ying Duan,Ana Bogdan,57,0.76,grass,wimbledon,R,67.72
1675,0.09375,0.47761194,92.90625,80.125,0.487179487,0.512820513,0.044776119,F,Caroline Garcia,Ana Bogdan,59,0.582089552,grass,wimbledon,R,67.72
1676,0.092307692,0.663265306,93.01538462,74.96428571,0.561403509,0.438596491,0.051020408,F,Taylor Townsend,Ana Bogdan,104,0.581632653,hard,us,R,67.72
1677,0.121212121,0.540983607,94.18181818,80,0.6,0.4,0.049180328,F,Elena Vesnina,Ana Bogdan,49,0.491803279,hard,aus,R,67.72
1779,0,0.387755102,0,0,0.384615385,0.615384615,0.040816327,F,Andrea Petkovic,Kayla Day,44,0.530612245,hard,aus,L,68
1709,0.032258065,0.516666667,98.19354839,83.61111111,0.5,0.5,0.183333333,F,Ons Jabeur,Brienne Minor,53,0.433333333,hard,us,R,68
775,0,0.614035088,52.45714286,60.94444444,0.4,0.6,0.070175439,F,Ekaterina Makarova,Angelique Kerber,55,0.438596491,clay,french,L,68.11
776,0,0.607142857,90.94117647,74.9,0.578947368,0.421052632,0.035714286,F,Irina Falconi,Angelique Kerber,69,0.678571429,grass,wimbledon,L,68.11
