,ad_acepercentage,ad_firstservepercentage,deuce_acepercentage,deuce_firstservepercentage,gender,opponent,player,surface,tournament
95,0.4444444444444444,0.425,0.5555555555555556,0.575,M,Florian Mayer,Marin Cilic,hard,us
96,0.5,0.4864864864864865,0.5,0.5135135135135135,M,Leonardo Mayer,Rafael Nadal,hard,us
97,0.4166666666666667,0.5263157894736842,0.5833333333333334,0.47368421052631576,M,Rafael Nadal,Leonardo Mayer,hard,us
98,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,M,Alexandr Dolgopolov,Viktor Troicki,hard,us
99,0.0,0.5675675675675675,1.0,0.43243243243243246,M,Viktor Troicki,Alexandr Dolgopolov,hard,us
100,0.0,0.53125,0.0,0.46875,M,Gael Monfils,David Goffin,hard,us
101,0.0,0.5555555555555556,1.0,0.4444444444444444,M,David Goffin,Gael Monfils,hard,us
102,0.6,0.4578313253012048,0.4,0.5421686746987951,M,Andrey Rublev,Damir Dzumhur,hard,us
103,0.16666666666666666,0.4725274725274725,0.8333333333333334,0.5274725274725275,M,Damir Dzumhur,Andrey Rublev,hard,us
104,0.6666666666666666,0.5217391304347826,0.3333333333333333,0.4782608695652174,M,Feliciano Lopez,Roger Federer,hard,us
105,0.5555555555555556,0.40816326530612246,0.4444444444444444,0.5918367346938775,M,Roger Federer,Feliciano Lopez,hard,us
106,0.4,0.5185185185185185,0.6,0.48148148148148145,M,John Millman,Philipp Kohlschreiber,hard,us
107,0.5,0.5441176470588235,0.5,0.45588235294117646,M,Philipp Kohlschreiber,John Millman,hard,us
108,0.0,0.5964912280701754,0.0,0.40350877192982454,M,Juan Martin del Potro,Roberto Bautista Agut,hard,us
109,0.35714285714285715,0.40816326530612246,0.6428571428571429,0.5918367346938775,M,Roberto Bautista Agut,Juan Martin del Potro,hard,us
110,0.0,0.509090909090909,0.0,0.4909090909090909,M,Dominic Thiem,Adrian Mannarino,hard,us
111,0.6,0.5285714285714286,0.4,0.4714285714285714,M,Adrian Mannarino,Dominic Thiem,hard,us
112,0.47368421052631576,0.5084745762711864,0.5263157894736842,0.4915254237288136,M,Radu Albot,Sam Querrey,hard,us
113,0.0,0.5,1.0,0.5,M,Sam Querrey,Radu Albot,hard,us
114,0.5,0.4576271186440678,0.5,0.5423728813559322,M,John Isner,Mischa Zverev,hard,us
115,0.5,0.417910447761194,0.5,0.582089552238806,M,Mischa Zverev,John Isner,hard,us
116,0.0,0.46153846153846156,1.0,0.5384615384615384,M,Paolo Lorenzi,Thomas Fabbiano,hard,us
117,0.7142857142857143,0.4807692307692308,0.2857142857142857,0.5192307692307693,M,Thomas Fabbiano,Paolo Lorenzi,hard,us
118,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,M,Borna Coric,Kevin Anderson,hard,us
119,1.0,0.5,0.0,0.5,M,Kevin Anderson,Borna Coric,hard,us
120,0.25,0.58,0.75,0.42,M,Kyle Edmund,Denis Shapovalov,hard,us
121,1.0,0.5,0.0,0.5,M,Denis Shapovalov,Kyle Edmund,hard,us
122,0.6,0.5,0.4,0.5,M,Pablo Carreno Busta,Nicolas Mahut,hard,us
123,0.75,0.5,0.25,0.5,M,Nicolas Mahut,Pablo Carreno Busta,hard,us
124,0.4444444444444444,0.4166666666666667,0.5555555555555556,0.5833333333333334,M,Mikhail Kukushkin,Lucas Pouille,hard,us
125,0.5555555555555556,0.5507246376811594,0.4444444444444444,0.4492753623188406,M,Lucas Pouille,Mikhail Kukushkin,hard,us
126,0.4,0.48514851485148514,0.6,0.5148514851485149,M,Marin Cilic,Diego Schwartzman,hard,us
127,0.5714285714285714,0.4935064935064935,0.42857142857142855,0.5064935064935064,M,Diego Schwartzman,Marin Cilic,hard,us
128,0.75,0.6136363636363636,0.25,0.38636363636363635,M,Alexandr Dolgopolov,Rafael Nadal,hard,us
129,0.5714285714285714,0.43137254901960786,0.42857142857142855,0.5686274509803921,M,Rafael Nadal,Alexandr Dolgopolov,hard,us
130,0.625,0.5151515151515151,0.375,0.48484848484848486,M,Andrey Rublev,David Goffin,hard,us
131,0.3333333333333333,0.5357142857142857,0.6666666666666666,0.4642857142857143,M,David Goffin,Andrey Rublev,hard,us
132,0.8,0.4489795918367347,0.2,0.5510204081632653,M,Philipp Kohlschreiber,Roger Federer,hard,us
133,0.75,0.43636363636363634,0.25,0.5636363636363636,M,Roger Federer,Philipp Kohlschreiber,hard,us
134,0.6666666666666666,0.6153846153846154,0.3333333333333333,0.38461538461538464,M,Dominic Thiem,Juan Martin del Potro,hard,us
135,0.4,0.4835164835164835,0.6,0.5164835164835165,M,Juan Martin del Potro,Dominic Thiem,hard,us
136,0.4444444444444444,0.47368421052631576,0.5555555555555556,0.5263157894736842,M,Mischa Zverev,Sam Querrey,hard,us
137,0.5,0.5490196078431373,0.5,0.45098039215686275,M,Sam Querrey,Mischa Zverev,hard,us
138,0.4,0.5384615384615384,0.6,0.46153846153846156,M,Kevin Anderson,Paolo Lorenzi,hard,us
139,0.6666666666666666,0.5285714285714286,0.3333333333333333,0.4714285714285714,M,Paolo Lorenzi,Kevin Anderson,hard,us
140,0.5,0.5211267605633803,0.5,0.4788732394366197,M,Pablo Carreno Busta,Denis Shapovalov,hard,us
141,1.0,0.5662650602409639,0.0,0.43373493975903615,M,Denis Shapovalov,Pablo Carreno Busta,hard,us
142,0.5,0.5428571428571428,0.5,0.45714285714285713,M,Diego Schwartzman,Lucas Pouille,hard,us
143,0.25,0.4823529411764706,0.75,0.5176470588235295,M,Lucas Pouille,Diego Schwartzman,hard,us
144,0.5,0.4883720930232558,0.5,0.5116279069767442,M,Andrey Rublev,Rafael Nadal,hard,us
145,1.0,0.45098039215686275,0.0,0.5490196078431373,M,Rafael Nadal,Andrey Rublev,hard,us
146,0.5882352941176471,0.5238095238095238,0.4117647058823529,0.47619047619047616,M,Juan Martin del Potro,Roger Federer,hard,us
147,0.5454545454545454,0.525,0.45454545454545453,0.475,M,Roger Federer,Juan Martin del Potro,hard,us
148,0.5,0.5357142857142857,0.5,0.4642857142857143,M,Kevin Anderson,Sam Querrey,hard,us
