,ad_acepercentage,ad_firstservepercentage,deuce_acepercentage,deuce_firstservepercentage,gender,opponent,player,surface,tournament,handedness
252,0.26666666699999997,0.444444444,0.7333333329999999,0.5555555560000001,M,Dusan Lajovic,Jo Wilfried Tsonga,hard,aus,R
253,0.52173913,0.495049505,0.47826087,0.504950495,M,Jack Sock,Jo Wilfried Tsonga,hard,aus,R
254,0.5625,0.481481481,0.4375,0.518518519,M,Daniel Evans,Jo Wilfried Tsonga,hard,aus,R
255,0.428571429,0.5,0.571428571,0.5,M,Stan Wawrinka,Jo Wilfried Tsonga,hard,aus,R
256,0.5,0.551401869,0.5,0.448598131,M,Renzo Olivo,Jo Wilfried Tsonga,clay,french,R
257,0.46153846200000004,0.423076923,0.538461538,0.576923077,M,Marius Copil,Jo Wilfried Tsonga,hard,us,R
258,0.75,0.408163265,0.25,0.591836735,M,Denis Shapovalov,Jo Wilfried Tsonga,hard,us,R
259,0.25,0.447368421,0.75,0.552631579,M,Cameron Norrie,Jo Wilfried Tsonga,grass,wimbledon,R
260,0.538461538,0.509803922,0.46153846200000004,0.490196078,M,Simone Bolelli,Jo Wilfried Tsonga,grass,wimbledon,R
261,0.75,0.484848485,0.25,0.515151515,M,Sam Querrey,Jo Wilfried Tsonga,grass,wimbledon,R
262,0.5,0.483333333,0.5,0.5166666670000001,M,Jo Wilfried Tsonga,Thiago Monteiro,hard,aus,L
263,0.2,0.516129032,0.8,0.48387096799999996,M,Alexandre Muller,Thiago Monteiro,clay,french,L
264,0.0,0.575,1.0,0.425,M,Gael Monfils,Thiago Monteiro,clay,french,L
265,0.571428571,0.485436893,0.428571429,0.5145631070000001,M,Andrew Whittington,Thiago Monteiro,grass,wimbledon,L
266,0.5,0.5542168670000001,0.5,0.44578313299999994,M,Karen Khachanov,Thiago Monteiro,grass,wimbledon,L
267,0.75,0.473684211,0.25,0.526315789,M,Stephane Robert,Dusan Lajovic,hard,aus,R
268,0.0,0.578947368,1.0,0.42105263200000004,M,Jo Wilfried Tsonga,Dusan Lajovic,hard,aus,R
269,0.428571429,0.489130435,0.571428571,0.510869565,M,Thomaz Bellucci,Dusan Lajovic,clay,french,R
270,0.0,0.46153846200000004,1.0,0.538461538,M,Rafael Nadal,Dusan Lajovic,hard,us,R
271,0.75,0.52173913,0.25,0.47826087,M,Stefanos Tsitsipas,Dusan Lajovic,grass,wimbledon,R
272,0.0,0.48214285700000004,1.0,0.517857143,M,Roger Federer,Dusan Lajovic,grass,wimbledon,R
273,0.5,0.518518519,0.5,0.481481481,M,Dusan Lajovic,Stephane Robert,hard,aus,R
274,0.0,0.45945945899999996,1.0,0.540540541,M,Grigor Dimitrov,Stephane Robert,clay,french,R
275,0.6875,0.539473684,0.3125,0.460526316,M,Adrian Mannarino,Karen Khachanov,hard,aus,R
276,0.6,0.5,0.4,0.5,M,Jack Sock,Karen Khachanov,hard,aus,R
277,0.666666667,0.507692308,0.333333333,0.492307692,M,Nicolas Jarry,Karen Khachanov,clay,french,R
278,0.5,0.46511627899999997,0.5,0.534883721,M,Tomas Berdych,Karen Khachanov,clay,french,R
279,0.875,0.521126761,0.125,0.478873239,M,John Isner,Karen Khachanov,clay,french,R
280,1.0,0.52173913,0.0,0.47826087,M,Andy Murray,Karen Khachanov,clay,french,R
281,0.5,0.508474576,0.5,0.491525424,M,Yen Hsun Lu,Karen Khachanov,hard,us,R
282,0.545454545,0.5,0.454545455,0.5,M,Andrey Kuznetsov,Karen Khachanov,grass,wimbledon,R
283,0.533333333,0.443396226,0.46666666700000003,0.5566037739999999,M,Thiago Monteiro,Karen Khachanov,grass,wimbledon,R
284,0.333333333,0.507042254,0.666666667,0.49295774600000003,M,Rafael Nadal,Karen Khachanov,grass,wimbledon,R
285,0.375,0.577777778,0.625,0.42222222200000004,M,Karen Khachanov,Adrian Mannarino,hard,aus,L
286,0.666666667,0.46296296299999995,0.333333333,0.537037037,M,Horacio Zeballos,Adrian Mannarino,clay,french,L
287,0.583333333,0.535211268,0.41666666700000005,0.46478873200000004,M,Bjorn Fratangelo,Adrian Mannarino,hard,us,L
288,0.0,0.509090909,0.0,0.490909091,M,Dominic Thiem,Adrian Mannarino,hard,us,L
289,0.583333333,0.514705882,0.41666666700000005,0.485294118,M,Feliciano Lopez,Adrian Mannarino,grass,wimbledon,L
290,0.5555555560000001,0.515151515,0.444444444,0.484848485,M,Yuichi Sugita,Adrian Mannarino,grass,wimbledon,L
291,0.571428571,0.504761905,0.428571429,0.495238095,M,Gael Monfils,Adrian Mannarino,grass,wimbledon,L
292,0.0,0.46478873200000004,1.0,0.535211268,M,Novak Djokovic,Adrian Mannarino,grass,wimbledon,L
293,0.642857143,0.5,0.35714285700000004,0.5,M,Jack Sock,Pierre Hugues Herbert,hard,aus,R
294,0.111111111,0.46296296299999995,0.8888888890000001,0.537037037,M,Jared Donaldson,Pierre Hugues Herbert,clay,french,R
295,0.363636364,0.46666666700000003,0.636363636,0.533333333,M,Fernando Verdasco,Pierre Hugues Herbert,clay,french,R
296,0.6,0.532258065,0.4,0.467741935,M,John Isner,Pierre Hugues Herbert,hard,us,R
297,0.7777777779999999,0.515151515,0.222222222,0.484848485,M,Nick Kyrgios,Pierre Hugues Herbert,grass,wimbledon,R
298,0.428571429,0.46,0.571428571,0.54,M,Benoit Paire,Pierre Hugues Herbert,grass,wimbledon,R
299,0.5,0.492753623,0.5,0.5072463770000001,M,Pierre Hugues Herbert,Jack Sock,hard,aus,R
300,0.428571429,0.49206349200000005,0.571428571,0.507936508,M,Karen Khachanov,Jack Sock,hard,aus,R
301,0.571428571,0.521276596,0.428571429,0.47872340399999996,M,Jo Wilfried Tsonga,Jack Sock,hard,aus,R
302,0.5,0.540540541,0.5,0.45945945899999996,M,Jiri Vesely,Jack Sock,clay,french,R
303,0.571428571,0.52,0.428571429,0.48,M,Jordan Thompson,Jack Sock,hard,us,R
304,0.333333333,0.524590164,0.666666667,0.47540983600000003,M,Christian Garin,Jack Sock,grass,wimbledon,R
305,0.41666666700000005,0.50617284,0.583333333,0.49382716,M,Sebastian Ofner,Jack Sock,grass,wimbledon,R
306,0.636363636,0.454545455,0.363636364,0.545454545,M,Thomaz Bellucci,Bernard Tomic,hard,aus,R
307,0.526315789,0.552083333,0.473684211,0.44791666700000005,M,Victor Estrella Burgos,Bernard Tomic,hard,aus,R
308,0.6,0.487804878,0.4,0.5121951220000001,M,Daniel Evans,Bernard Tomic,hard,aus,R
309,0.333333333,0.469387755,0.666666667,0.530612245,M,Dominic Thiem,Bernard Tomic,clay,french,R
310,0.533333333,0.5542168670000001,0.46666666700000003,0.44578313299999994,M,Gilles Muller,Bernard Tomic,hard,us,R
311,0.5,0.5256410260000001,0.5,0.474358974,M,Mischa Zverev,Bernard Tomic,grass,wimbledon,R
312,0.6,0.471698113,0.4,0.528301887,M,Bernard Tomic,Thomaz Bellucci,hard,aus,L
313,0.333333333,0.523255814,0.666666667,0.476744186,M,Dusan Lajovic,Thomaz Bellucci,clay,french,L
314,0.666666667,0.45833333299999995,0.333333333,0.541666667,M,Lucas Pouille,Thomaz Bellucci,clay,french,L
315,0.333333333,0.43243243200000003,0.666666667,0.567567568,M,Sebastian Ofner,Thomaz Bellucci,grass,wimbledon,L
316,0.25,0.494949495,0.75,0.505050505,M,Aljaz Bedene,Victor Estrella Burgos,hard,aus,R
317,0.538461538,0.528846154,0.46153846200000004,0.471153846,M,Bernard Tomic,Victor Estrella Burgos,hard,aus,R
318,0.5555555560000001,0.521126761,0.444444444,0.478873239,M,Teymuraz Gabashvili,Victor Estrella Burgos,clay,french,R
319,0.0,0.509090909,0.0,0.490909091,M,Richard Gasquet,Victor Estrella Burgos,clay,french,R
320,0.0,0.425,0.0,0.575,M,Ernests Gulbis,Victor Estrella Burgos,grass,wimbledon,R
321,0.7142857140000001,0.465753425,0.28571428600000004,0.534246575,M,Victor Estrella Burgos,Aljaz Bedene,hard,aus,R
322,0.727272727,0.5555555560000001,0.272727273,0.444444444,M,Ryan Harrison,Aljaz Bedene,clay,french,R
323,0.5,0.481481481,0.5,0.518518519,M,Jiri Vesely,Aljaz Bedene,clay,french,R
324,0.523809524,0.484615385,0.47619047600000003,0.515384615,M,Ivo Karlovic,Aljaz Bedene,grass,wimbledon,R
325,0.583333333,0.453125,0.41666666700000005,0.546875,M,Damir Dzumhur,Aljaz Bedene,grass,wimbledon,R
326,0.428571429,0.5555555560000001,0.571428571,0.444444444,M,Gilles Muller,Aljaz Bedene,grass,wimbledon,R
327,0.545454545,0.46,0.454545455,0.54,M,Daniel Evans,Facundo Bagnis,hard,aus,L
328,0.272727273,0.5,0.727272727,0.5,M,Radu Albot,Facundo Bagnis,grass,wimbledon,L
329,0.642857143,0.490566038,0.35714285700000004,0.509433962,M,Facundo Bagnis,Daniel Evans,hard,aus,R
330,0.2,0.535714286,0.8,0.46428571399999996,M,Marin Cilic,Daniel Evans,hard,aus,R
331,0.5555555560000001,0.5066666670000001,0.444444444,0.493333333,M,Bernard Tomic,Daniel Evans,hard,aus,R
332,1.0,0.55,0.0,0.45,M,Jo Wilfried Tsonga,Daniel Evans,hard,aus,R
333,1.0,0.384615385,0.0,0.615384615,M,Tommy Robredo,Daniel Evans,clay,french,R
334,0.625,0.510869565,0.375,0.489130435,M,Marin Cilic,Jerzy Janowicz,hard,aus,R
335,0.23076923100000002,0.45588235299999996,0.7692307690000001,0.544117647,M,Taro Daniel,Jerzy Janowicz,clay,french,R
336,0.25,0.41333333299999997,0.75,0.586666667,M,Denis Shapovalov,Jerzy Janowicz,grass,wimbledon,R
337,0.46153846200000004,0.475609756,0.538461538,0.524390244,M,Lucas Pouille,Jerzy Janowicz,grass,wimbledon,R
338,0.5,0.523809524,0.5,0.47619047600000003,M,Benoit Paire,Jerzy Janowicz,grass,wimbledon,R
339,0.48,0.47297297299999996,0.52,0.527027027,M,Jerzy Janowicz,Marin Cilic,hard,aus,R
340,0.615384615,0.49206349200000005,0.384615385,0.507936508,M,Daniel Evans,Marin Cilic,hard,aus,R
341,0.28571428600000004,0.512820513,0.7142857140000001,0.487179487,M,Ernests Gulbis,Marin Cilic,clay,french,R
342,0.5,0.409090909,0.5,0.590909091,M,Konstantin Kravchuk,Marin Cilic,clay,french,R
343,0.125,0.42105263200000004,0.875,0.578947368,M,Feliciano Lopez,Marin Cilic,clay,french,R
344,0.5,0.588235294,0.5,0.41176470600000004,M,Kevin Anderson,Marin Cilic,clay,french,R
345,0.4,0.454545455,0.6,0.545454545,M,Stan Wawrinka,Marin Cilic,clay,french,R
346,0.2,0.48214285700000004,0.8,0.517857143,M,Tennys Sandgren,Marin Cilic,hard,us,R
347,0.444444444,0.425,0.5555555560000001,0.575,M,Florian Mayer,Marin Cilic,hard,us,R
348,0.571428571,0.49350649399999996,0.428571429,0.506493506,M,Diego Schwartzman,Marin Cilic,hard,us,R
349,0.46666666700000003,0.428571429,0.533333333,0.571428571,M,Philipp Kohlschreiber,Marin Cilic,grass,wimbledon,R
350,0.419354839,0.490909091,0.580645161,0.509090909,M,Florian Mayer,Marin Cilic,grass,wimbledon,R
351,0.4375,0.46153846200000004,0.5625,0.538461538,M,Steve Johnson,Marin Cilic,grass,wimbledon,R
352,0.7777777779999999,0.522727273,0.222222222,0.477272727,M,Roberto Bautista Agut,Marin Cilic,grass,wimbledon,R
353,0.40625,0.460784314,0.59375,0.539215686,M,Gilles Muller,Marin Cilic,grass,wimbledon,R
354,0.48,0.538461538,0.52,0.46153846200000004,M,Sam Querrey,Marin Cilic,grass,wimbledon,R
355,0.6,0.537037037,0.4,0.46296296299999995,M,Roger Federer,Marin Cilic,grass,wimbledon,R
356,0.75,0.470588235,0.25,0.529411765,M,Jiri Vesely,Gael Monfils,hard,aus,R
357,0.41176470600000004,0.532258065,0.588235294,0.467741935,M,Alexandr Dolgopolov,Gael Monfils,hard,aus,R
358,0.625,0.470588235,0.375,0.529411765,M,Philipp Kohlschreiber,Gael Monfils,hard,aus,R
359,0.642857143,0.513157895,0.35714285700000004,0.486842105,M,Rafael Nadal,Gael Monfils,hard,aus,R
360,0.0,0.532258065,1.0,0.467741935,M,Dustin Brown,Gael Monfils,clay,french,R
361,0.666666667,0.5471698110000001,0.333333333,0.452830189,M,Thiago Monteiro,Gael Monfils,clay,french,R
362,0.5,0.507692308,0.5,0.492307692,M,Richard Gasquet,Gael Monfils,clay,french,R
363,1.0,0.534482759,0.0,0.465517241,M,Stan Wawrinka,Gael Monfils,clay,french,R
364,0.41176470600000004,0.47826087,0.588235294,0.52173913,M,Jeremy Chardy,Gael Monfils,hard,us,R
365,0.4375,0.542168675,0.5625,0.457831325,M,Donald Young,Gael Monfils,hard,us,R
366,0.0,0.5555555560000001,1.0,0.444444444,M,David Goffin,Gael Monfils,hard,us,R
367,0.7142857140000001,0.588235294,0.28571428600000004,0.41176470600000004,M,Daniel Brands,Gael Monfils,grass,wimbledon,R
368,0.46153846200000004,0.452054795,0.538461538,0.547945205,M,Kyle Edmund,Gael Monfils,grass,wimbledon,R
369,0.46153846200000004,0.495238095,0.538461538,0.504761905,M,Adrian Mannarino,Gael Monfils,grass,wimbledon,R
370,0.5,0.46808510600000003,0.5,0.531914894,M,Gael Monfils,Jiri Vesely,hard,aus,L
371,0.166666667,0.517241379,0.833333333,0.482758621,M,Jack Sock,Jiri Vesely,clay,french,L
372,0.545454545,0.46666666700000003,0.454545455,0.533333333,M,Aljaz Bedene,Jiri Vesely,clay,french,L
373,0.4,0.511627907,0.6,0.48837209299999995,M,Roberto Bautista Agut,Jiri Vesely,clay,french,L
374,0.6,0.474226804,0.4,0.525773196,M,Illya Marchenko,Jiri Vesely,grass,wimbledon,L
375,0.4,0.481012658,0.6,0.5189873420000001,M,Fabio Fognini,Jiri Vesely,grass,wimbledon,L
376,0.428571429,0.46666666700000003,0.571428571,0.533333333,M,Borna Coric,Alexandr Dolgopolov,hard,aus,R
377,0.5,0.5555555560000001,0.5,0.444444444,M,Gael Monfils,Alexandr Dolgopolov,hard,aus,R
378,0.5,0.507042254,0.5,0.49295774600000003,M,Stan Wawrinka,Alexandr Dolgopolov,clay,french,R
379,0.571428571,0.436363636,0.428571429,0.563636364,M,Tomas Berdych,Alexandr Dolgopolov,hard,us,R
380,0.0,0.567567568,1.0,0.43243243200000003,M,Viktor Troicki,Alexandr Dolgopolov,hard,us,R
381,0.571428571,0.431372549,0.428571429,0.568627451,M,Rafael Nadal,Alexandr Dolgopolov,hard,us,R
382,0.0,0.52173913,1.0,0.47826087,M,Roger Federer,Alexandr Dolgopolov,grass,wimbledon,R
383,0.727272727,0.5,0.272727273,0.5,M,Alexandr Dolgopolov,Borna Coric,hard,aus,R
384,0.0,0.396551724,1.0,0.6034482760000001,M,Mathias Bourgue,Borna Coric,clay,french,R
385,0.375,0.42222222200000004,0.625,0.577777778,M,Steve Johnson,Borna Coric,clay,french,R
386,0.8,0.529411765,0.2,0.470588235,M,Alexander Zverev,Borna Coric,hard,us,R
387,1.0,0.5,0.0,0.5,M,Kevin Anderson,Borna Coric,hard,us,R
388,0.333333333,0.515151515,0.666666667,0.484848485,M,Ryan Harrison,Borna Coric,grass,wimbledon,R
389,0.5,0.44210526299999997,0.5,0.557894737,M,Philipp Kohlschreiber,Nikoloz Basilashvili,hard,aus,R
390,0.0,0.519480519,0.0,0.480519481,M,Gilles Simon,Nikoloz Basilashvili,clay,french,R
391,0.5,0.43956044,0.5,0.56043956,M,Viktor Troicki,Nikoloz Basilashvili,clay,french,R
392,0.0,0.541666667,1.0,0.45833333299999995,M,Rafael Nadal,Nikoloz Basilashvili,clay,french,R
393,1.0,0.453125,0.0,0.546875,M,Carlos Berlocq,Nikoloz Basilashvili,grass,wimbledon,R
394,0.333333333,0.506849315,0.666666667,0.493150685,M,Sam Querrey,Nikoloz Basilashvili,grass,wimbledon,R
395,0.363636364,0.5,0.636363636,0.5,M,Nikoloz Basilashvili,Philipp Kohlschreiber,hard,aus,R
396,0.333333333,0.46511627899999997,0.666666667,0.534883721,M,Donald Young,Philipp Kohlschreiber,hard,aus,R
397,1.0,0.519230769,0.0,0.480769231,M,Gael Monfils,Philipp Kohlschreiber,hard,aus,R
398,0.8,0.541666667,0.2,0.45833333299999995,M,Nick Kyrgios,Philipp Kohlschreiber,clay,french,R
399,0.666666667,0.542857143,0.333333333,0.457142857,M,Santiago Giraldo,Philipp Kohlschreiber,hard,us,R
400,0.4,0.518518519,0.6,0.481481481,M,John Millman,Philipp Kohlschreiber,hard,us,R
401,0.75,0.436363636,0.25,0.563636364,M,Roger Federer,Philipp Kohlschreiber,hard,us,R
402,0.333333333,0.474576271,0.666666667,0.525423729,M,Marin Cilic,Philipp Kohlschreiber,grass,wimbledon,R
403,0.470588235,0.5,0.529411765,0.5,M,Robin Haase,Alexander Zverev,hard,aus,R
404,0.666666667,0.545454545,0.333333333,0.454545455,M,Frances Tiafoe,Alexander Zverev,hard,aus,R
405,0.5,0.537037037,0.5,0.46296296299999995,M,Rafael Nadal,Alexander Zverev,hard,aus,R
406,0.28571428600000004,0.46428571399999996,0.7142857140000001,0.535714286,M,Fernando Verdasco,Alexander Zverev,clay,french,R
407,0.2,0.46478873200000004,0.8,0.535211268,M,Darian King,Alexander Zverev,hard,us,R
408,0.571428571,0.5,0.428571429,0.5,M,Borna Coric,Alexander Zverev,hard,us,R
409,0.642857143,0.492753623,0.35714285700000004,0.5072463770000001,M,Evgeny Donskoy,Alexander Zverev,grass,wimbledon,R
410,0.272727273,0.436363636,0.727272727,0.563636364,M,Frances Tiafoe,Alexander Zverev,grass,wimbledon,R
411,0.75,0.5106382979999999,0.25,0.489361702,M,Sebastian Ofner,Alexander Zverev,grass,wimbledon,R
412,0.588235294,0.5,0.41176470600000004,0.5,M,Milos Raonic,Alexander Zverev,grass,wimbledon,R
413,0.538461538,0.46913580200000005,0.46153846200000004,0.530864198,M,Alexander Zverev,Robin Haase,hard,aus,R
414,0.7142857140000001,0.558139535,0.28571428600000004,0.441860465,M,Alex De Minaur,Robin Haase,clay,french,R
415,0.5,0.5490196079999999,0.5,0.450980392,M,Rafael Nadal,Robin Haase,clay,french,R
416,0.538461538,0.5,0.46153846200000004,0.5,M,Kyle Edmund,Robin Haase,hard,us,R
417,0.46153846200000004,0.511363636,0.538461538,0.488636364,M,Frances Tiafoe,Robin Haase,grass,wimbledon,R
418,0.0,0.516129032,1.0,0.48387096799999996,M,Marcos Baghdatis,Mikhail Youzhny,hard,aus,R
419,0.6,0.482758621,0.4,0.517241379,M,Rogerio Dutra Silva,Mikhail Youzhny,clay,french,R
420,0.6,0.49541284399999996,0.4,0.504587156,M,Roger Federer,Mikhail Youzhny,hard,us,R
421,0.25,0.45333333299999995,0.75,0.546666667,M,Nicolas Mahut,Mikhail Youzhny,grass,wimbledon,R
422,1.0,0.44705882399999997,0.0,0.552941176,M,Milos Raonic,Mikhail Youzhny,grass,wimbledon,R
423,0.5,0.529411765,0.5,0.470588235,M,Mikhail Youzhny,Marcos Baghdatis,hard,aus,R
424,0.7142857140000001,0.452830189,0.28571428600000004,0.5471698110000001,M,Rafael Nadal,Marcos Baghdatis,hard,aus,R
425,0.5,0.532608696,0.5,0.467391304,M,Nicolas Almagro,Marcos Baghdatis,clay,french,R
426,0.2,0.475,0.8,0.525,M,Taylor Fritz,Marcos Baghdatis,hard,us,R
427,0.470588235,0.477272727,0.529411765,0.522727273,M,James Ward,Marcos Baghdatis,grass,wimbledon,R
428,0.6,0.472222222,0.4,0.5277777779999999,M,Grigor Dimitrov,Marcos Baghdatis,grass,wimbledon,R
429,0.7142857140000001,0.53030303,0.28571428600000004,0.46969697,M,Rafael Nadal,Florian Mayer,hard,aus,R
430,0.333333333,0.47272727299999995,0.666666667,0.527272727,M,Pablo Carreno Busta,Florian Mayer,clay,french,R
431,0.5,0.571428571,0.5,0.428571429,M,Marin Cilic,Florian Mayer,hard,us,R
432,0.5,0.384615385,0.5,0.615384615,M,Viktor Troicki,Florian Mayer,grass,wimbledon,R
433,0.0,0.454545455,0.0,0.545454545,M,Marin Cilic,Florian Mayer,grass,wimbledon,R
434,0.8,0.509433962,0.2,0.490566038,M,Florian Mayer,Rafael Nadal,hard,aus,L
435,0.4,0.515625,0.6,0.484375,M,Marcos Baghdatis,Rafael Nadal,hard,aus,L
436,0.545454545,0.522123894,0.454545455,0.477876106,M,Alexander Zverev,Rafael Nadal,hard,aus,L
437,0.5,0.47297297299999996,0.5,0.527027027,M,Gael Monfils,Rafael Nadal,hard,aus,L
438,0.5,0.539473684,0.5,0.460526316,M,Milos Raonic,Rafael Nadal,hard,aus,L
439,0.625,0.5111111110000001,0.375,0.488888889,M,Grigor Dimitrov,Rafael Nadal,hard,aus,L
440,0.5,0.5,0.5,0.5,M,Roger Federer,Rafael Nadal,hard,aus,L
441,1.0,0.47619047600000003,0.0,0.523809524,M,Benoit Paire,Rafael Nadal,clay,french,L
442,0.5,0.5,0.5,0.5,M,Robin Haase,Rafael Nadal,clay,french,L
443,1.0,0.620689655,0.0,0.379310345,M,Nikoloz Basilashvili,Rafael Nadal,clay,french,L
444,0.666666667,0.5,0.333333333,0.5,M,Roberto Bautista Agut,Rafael Nadal,clay,french,L
445,0.0,0.529411765,0.0,0.470588235,M,Pablo Carreno Busta,Rafael Nadal,clay,french,L
446,0.5,0.530612245,0.5,0.469387755,M,Dominic Thiem,Rafael Nadal,clay,french,L
447,0.333333333,0.5476190479999999,0.666666667,0.452380952,M,Stan Wawrinka,Rafael Nadal,clay,french,L
448,0.5,0.47540983600000003,0.5,0.524590164,M,Dusan Lajovic,Rafael Nadal,hard,us,L
449,0.833333333,0.523076923,0.166666667,0.47692307700000003,M,Taro Daniel,Rafael Nadal,hard,us,L
450,0.5,0.486486486,0.5,0.513513514,M,Leonardo Mayer,Rafael Nadal,hard,us,L
451,0.75,0.613636364,0.25,0.386363636,M,Alexandr Dolgopolov,Rafael Nadal,hard,us,L
452,0.5,0.48837209299999995,0.5,0.511627907,M,Andrey Rublev,Rafael Nadal,hard,us,L
453,0.4,0.523076923,0.6,0.47692307700000003,M,Juan Martin del Potro,Rafael Nadal,hard,us,L
454,0.0,0.5111111110000001,1.0,0.488888889,M,Kevin Anderson,Rafael Nadal,hard,us,L
455,0.2,0.446808511,0.8,0.553191489,M,John Millman,Rafael Nadal,grass,wimbledon,L
456,0.5,0.527272727,0.5,0.47272727299999995,M,Donald Young,Rafael Nadal,grass,wimbledon,L
457,1.0,0.492307692,0.0,0.507692308,M,Karen Khachanov,Rafael Nadal,grass,wimbledon,L
458,0.590909091,0.47899159700000005,0.409090909,0.521008403,M,Gilles Muller,Rafael Nadal,grass,wimbledon,L
459,0.5,0.42105263200000004,0.5,0.578947368,M,Guido Pella,Roberto Bautista Agut,hard,aus,R
460,0.5555555560000001,0.49206349200000005,0.444444444,0.507936508,M,Yoshihito Nishioka,Roberto Bautista Agut,hard,aus,R
461,0.8,0.471698113,0.2,0.528301887,M,David Ferrer,Roberto Bautista Agut,hard,aus,R
462,0.625,0.488636364,0.375,0.511363636,M,Milos Raonic,Roberto Bautista Agut,hard,aus,R
463,0.666666667,0.519230769,0.333333333,0.480769231,M,John Millman,Roberto Bautista Agut,clay,french,R
464,0.333333333,0.5066666670000001,0.666666667,0.493333333,M,Mikhail Kukushkin,Roberto Bautista Agut,clay,french,R
465,0.5,0.46296296299999995,0.5,0.537037037,M,Jiri Vesely,Roberto Bautista Agut,clay,french,R
466,0.0,0.465517241,0.0,0.534482759,M,Rafael Nadal,Roberto Bautista Agut,clay,french,R
467,0.0,0.596491228,0.0,0.403508772,M,Juan Martin del Potro,Roberto Bautista Agut,hard,us,R
468,0.4,0.5,0.6,0.5,M,Andreas Haider Maurer,Roberto Bautista Agut,grass,wimbledon,R
469,1.0,0.478873239,0.0,0.521126761,M,Peter Gojowczyk,Roberto Bautista Agut,grass,wimbledon,R
470,1.0,0.49484536100000004,0.0,0.505154639,M,Kei Nishikori,Roberto Bautista Agut,grass,wimbledon,R
471,0.0,0.452830189,0.0,0.5471698110000001,M,Marin Cilic,Roberto Bautista Agut,grass,wimbledon,R
472,0.0,0.5,1.0,0.5,M,Roberto Bautista Agut,Guido Pella,hard,aus,L
473,0.666666667,0.509090909,0.333333333,0.490909091,M,Juan Martin Del Potro,Guido Pella,clay,french,L
474,0.5625,0.5,0.4375,0.5,M,David Goffin,Guido Pella,hard,us,L
475,0.0,0.52238806,1.0,0.47761194,M,Alex Bolt,Yoshihito Nishioka,hard,aus,L
476,0.0,0.46478873200000004,1.0,0.535211268,M,Roberto Bautista Agut,Yoshihito Nishioka,hard,aus,L
477,0.526315789,0.5,0.473684211,0.5,M,Yoshihito Nishioka,Alex Bolt,hard,aus,L
478,0.5,0.5189873420000001,0.5,0.481012658,M,Ernesto Escobedo,Daniil Medvedev,hard,aus,R
479,0.2,0.47540983600000003,0.8,0.524590164,M,Benjamin Bonzi,Daniil Medvedev,clay,french,R
480,0.5,0.46478873200000004,0.5,0.535211268,M,Stan Wawrinka,Daniil Medvedev,grass,wimbledon,R
481,0.583333333,0.454545455,0.41666666700000005,0.545454545,M,Ruben Bemelmans,Daniil Medvedev,grass,wimbledon,R
482,0.5555555560000001,0.544117647,0.444444444,0.45588235299999996,M,Daniil Medvedev,Ernesto Escobedo,hard,aus,R
483,0.5,0.485294118,0.5,0.514705882,M,David Ferrer,Ernesto Escobedo,hard,aus,R
484,0.5,0.41666666700000005,0.5,0.583333333,M,Denis Istomin,Ernesto Escobedo,clay,french,R
485,0.666666667,0.493150685,0.333333333,0.506849315,M,Adam Pavlasek,Ernesto Escobedo,grass,wimbledon,R
486,0.0,0.39024390200000003,1.0,0.609756098,M,David Ferrer,Omar Jasika,hard,aus,L
487,0.25,0.5,0.75,0.5,M,Omar Jasika,David Ferrer,hard,aus,R
488,0.833333333,0.488095238,0.166666667,0.511904762,M,Ernesto Escobedo,David Ferrer,hard,aus,R
489,0.0,0.518518519,1.0,0.481481481,M,Roberto Bautista Agut,David Ferrer,hard,aus,R
490,0.41666666700000005,0.472222222,0.583333333,0.5277777779999999,M,Donald Young,David Ferrer,clay,french,R
491,0.5,0.504854369,0.5,0.49514563100000003,M,Feliciano Lopez,David Ferrer,clay,french,R
492,1.0,0.470588235,0.0,0.529411765,M,Richard Gasquet,David Ferrer,grass,wimbledon,R
493,0.0,0.5,0.0,0.5,M,Steve Darcis,David Ferrer,grass,wimbledon,R
494,0.333333333,0.553571429,0.666666667,0.446428571,M,Tomas Berdych,David Ferrer,grass,wimbledon,R
495,1.0,0.487179487,0.0,0.512820513,M,Michael Mmoh,Gilles Simon,hard,aus,R
496,0.333333333,0.425531915,0.666666667,0.574468085,M,Rogerio Dutra Silva,Gilles Simon,hard,aus,R
497,0.0,0.457831325,0.0,0.542168675,M,Milos Raonic,Gilles Simon,hard,aus,R
498,0.0,0.5111111110000001,0.0,0.488888889,M,Nikoloz Basilashvili,Gilles Simon,clay,french,R
499,0.5,0.530612245,0.5,0.469387755,M,Sam Querrey,Gilles Simon,hard,us,R
500,0.4,0.46666666700000003,0.6,0.533333333,M,Nicolas Jarry,Gilles Simon,grass,wimbledon,R
501,0.666666667,0.494623656,0.333333333,0.505376344,M,Dominic Thiem,Gilles Simon,grass,wimbledon,R
502,0.5,0.509803922,0.5,0.490196078,M,Gilles Simon,Michael Mmoh,hard,aus,R
503,0.444444444,0.564102564,0.5555555560000001,0.435897436,M,Rogerio Dutra Silva,Jared Donaldson,hard,aus,R
504,0.166666667,0.511627907,0.833333333,0.48837209299999995,M,Pierre Hugues Herbert,Jared Donaldson,clay,french,R
505,0.454545455,0.480519481,0.545454545,0.519480519,M,Lucas Pouille,Jared Donaldson,hard,us,R
