ad_acepercentage,ad_firstservepercentage,deuce_acepercentage,deuce_firstservepercentage,gender,opponent,player,surface,tournament
1,0.5,0,0.5,F,Karolina Pliskova,Sara Sorribes Tormo,hard,aus
0,0.594594595,0,0.405405405,F,Monica Niculescu,Anna Blinkova,hard,aus
0,0.454545455,0,0.545454545,F,Anna Blinkova,Monica Niculescu,hard,aus
0,0.475409836,1,0.524590164,F,Yulia Putintseva,Lara Arruabarrena,hard,aus
0.666666667,0.515151515,0.333333333,0.484848485,F,Lara Arruabarrena,Yulia Putintseva,hard,aus
0.6,0.456140351,0.4,0.543859649,F,Naomi Broady,Daria Gavrilova,hard,aus
0.473684211,0.423076923,0.526315789,0.576923077,F,Daria Gavrilova,Naomi Broady,hard,aus
0.25,0.541666667,0.75,0.458333333,F,Saisai Zheng,Danka Kovinic,hard,aus
0,0.535714286,0,0.464285714,F,Danka Kovinic,Saisai Zheng,hard,aus
0.333333333,0.53030303,0.666666667,0.46969697,F,Timea Bacsinszky,Camila Giorgi,hard,aus
0.4,0.484375,0.6,0.515625,F,Camila Giorgi,Timea Bacsinszky,hard,aus
0.25,0.428571429,0.75,0.571428571,F,Ana Bogdan,Elena Vesnina,hard,aus
1,0.696969697,0,0.303030303,F,Elena Vesnina,Ana Bogdan,hard,aus
0.428571429,0.535714286,0.571428571,0.464285714,F,Maryna Zanevska,Jennifer Brady,hard,aus
0,0.4,1,0.6,F,Jennifer Brady,Maryna Zanevska,hard,aus
0.5,0.428571429,0.5,0.571428571,F,Samantha Stosur,Heather Watson,hard,aus
0.5,0.547945205,0.5,0.452054795,F,Heather Watson,Samantha Stosur,hard,aus
0,0.592592593,1,0.407407407,F,Myrtille Georges,nan,hard,aus
0,0.423076923,1,0.576923077,F,nan,Myrtille Georges,hard,aus
1,0.457142857,0,0.542857143,F,Anett Kontaveit,Maria Sakkari,hard,aus
1,0.545454545,0,0.454545455,F,Maria Sakkari,Anett Kontaveit,hard,aus
0,0.521126761,1,0.478873239,F,Qiang Wang,Mirjana Lucic Baroni,hard,aus
0.5,0.467741935,0.5,0.532258065,F,Mirjana Lucic Baroni,Qiang Wang,hard,aus
1,0.547619048,0,0.452380952,F,Agnieszka Radwanska,Tsvetana Pironkova,hard,aus
1,0.5,0,0.5,F,Tsvetana Pironkova,Agnieszka Radwanska,hard,aus
0,0.47826087,1,0.52173913,F,Denisa Allertova,Dominika Cibulkova,hard,aus
0.5,0.404255319,0.5,0.595744681,F,Dominika Cibulkova,Denisa Allertova,hard,aus
1,0.52,0,0.48,F,Su Wei Hsieh,Karin Knapp,hard,aus
0,0.541666667,0,0.458333333,F,Karin Knapp,Su Wei Hsieh,hard,aus
0,0.464285714,0,0.535714286,F,Risa Ozaki,Sara Errani,hard,aus
1,0.489361702,0,0.510638298,F,Sara Errani,Risa Ozaki,hard,aus
0.5,0.457142857,0.5,0.542857143,F,Ekaterina Makarova,Ekaterina Alexandrova,hard,aus
0.444444444,0.446808511,0.555555556,0.553191489,F,Ekaterina Alexandrova,Ekaterina Makarova,hard,aus
0.666666667,0.552631579,0.333333333,0.447368421,F,Arina Rodionova,Caroline Wozniacki,hard,aus
0,0.538461538,0,0.461538462,F,Caroline Wozniacki,Arina Rodionova,hard,aus
0,0.657142857,1,0.342857143,F,Lizette Cabrera,Donna Vekic,hard,aus
0,0.413043478,1,0.586956522,F,Donna Vekic,Lizette Cabrera,hard,aus
0.4,0.492537313,0.6,0.507462687,F,Naomi Osaka,Luksika Kumkhum,hard,aus
0.333333333,0.454545455,0.666666667,0.545454545,F,Luksika Kumkhum,Naomi Osaka,hard,aus
0.5,0.5625,0.5,0.4375,F,Johanna Konta,Kirsten Flipkens,hard,aus
0,0.5,1,0.5,F,Kirsten Flipkens,Johanna Konta,hard,aus
0.333333333,0.55,0.666666667,0.45,F,Elizaveta Kulichkova,Barbora Strycova,hard,aus
0,0.533333333,0,0.466666667,F,Barbora Strycova,Elizaveta Kulichkova,hard,aus
0,0.578947368,0,0.421052632,F,Andrea Petkovic,Kayla Day,hard,aus
0,0.512820513,1,0.487179487,F,Kayla Day,Andrea Petkovic,hard,aus
0.5,0.546511628,0.5,0.453488372,F,Oceane Dodin,Cagla Buyukakcay,hard,aus
0,0.42,1,0.58,F,Cagla Buyukakcay,Oceane Dodin,hard,aus
0.75,0.5,0.25,0.5,F,Caroline Garcia,Kateryna Bondarenko,hard,aus
0,0.380952381,1,0.619047619,F,Kateryna Bondarenko,Caroline Garcia,hard,aus
0,0.44,1,0.56,F,Nicole Gibbs,Timea Babos,hard,aus
0.5,0.59375,0.5,0.40625,F,Timea Babos,Nicole Gibbs,hard,aus
0.833333333,0.5,0.166666667,0.5,F,Lucie Safarova,Yanina Wickmayer,hard,aus
0.4375,0.430769231,0.5625,0.569230769,F,Yanina Wickmayer,Lucie Safarova,hard,aus
0.333333333,0.64516129,0.666666667,0.35483871,F,Serena Williams,Belinda Bencic,hard,aus
0.5,0.5,0.5,0.5,F,Belinda Bencic,Serena Williams,hard,aus
0.333333333,0.507936508,0.666666667,0.492063492,F,Carina Witthoeft,Angelique Kerber,hard,aus
1,0.546875,0,0.453125,F,Angelique Kerber,Carina Witthoeft,hard,aus
0.5,0.526315789,0.5,0.473684211,F,Irina Camelia Begu,Kristyna Pliskova,hard,aus
0.75,0.466666667,0.25,0.533333333,F,Kristyna Pliskova,Irina Camelia Begu,hard,aus
1,0.5,0,0.5,F,Eugenie Bouchard,Shuai Peng,hard,aus
0.4,0.459459459,0.6,0.540540541,F,Shuai Peng,Eugenie Bouchard,hard,aus
0,0.369565217,1,0.630434783,F,CoCo Vandeweghe,Pauline Parmentier,hard,aus
0.166666667,0.457627119,0.833333333,0.542372881,F,Pauline Parmentier,CoCo Vandeweghe,hard,aus
0,0.5,0,0.5,F,Sorana Cirstea,nan,hard,aus
0,0.5,0,0.5,F,nan,Sorana Cirstea,hard,aus
0,0.529411765,1,0.470588235,F,Shuai Zhang,Alison Riske,hard,aus
0,0.52238806,1,0.47761194,F,Alison Riske,Shuai Zhang,hard,aus
0,0.514285714,1,0.485714286,F,Kristina Kucova,Anastasija Sevastova,hard,aus
1,0.45,0,0.55,F,Anastasija Sevastova,Kristina Kucova,hard,aus
0.5,0.466666667,0.5,0.533333333,F,nan,Samantha Crawford,hard,aus
0.5,0.58974359,0.5,0.41025641,F,Samantha Crawford,nan,hard,aus
0.6,0.470588235,0.4,0.529411765,F,Ashleigh Barty,Shelby Rogers,hard,aus
0.571428571,0.459459459,0.428571429,0.540540541,F,Shelby Rogers,Ashleigh Barty,hard,aus
0.4,0.567567568,0.6,0.432432432,F,Monica Puig,Mona Barthel,hard,aus
1,0.459459459,0,0.540540541,F,Mona Barthel,Monica Puig,hard,aus
0.5,0.50617284,0.5,0.49382716,F,Ying Ying Duan,Varvara Lepchenko,hard,aus
1,0.493670886,0,0.506329114,F,Varvara Lepchenko,Ying Ying Duan,hard,aus
0.4,0.461538462,0.6,0.538461538,F,Venus Williams,Stefanie Voegele,hard,aus
0.75,0.551724138,0.25,0.448275862,F,Stefanie Voegele,Venus Williams,hard,aus
0.5,0.392857143,0.5,0.607142857,F,Julia Boserup,Elina Svitolina,hard,aus
1,0.46,0,0.54,F,Elina Svitolina,Julia Boserup,hard,aus
0,0.457142857,0,0.542857143,F,Anastasia Pavlyuchenkova,Natalia Vikhlyantseva,hard,aus
0.5,0.540540541,0.5,0.459459459,F,Natalia Vikhlyantseva,Anastasia Pavlyuchenkova,hard,aus
0,0.511627907,0,0.488372093,F,Julia Goerges,Jelena Jankovic,hard,aus
0.25,0.424242424,0.75,0.575757576,F,Jelena Jankovic,Julia Goerges,hard,aus
0,0.488372093,0,0.511627907,F,Svetlana Kuznetsova,Jaimee Fourlis,hard,aus
0,0.540540541,1,0.459459459,F,Jaimee Fourlis,Svetlana Kuznetsova,hard,aus
0.444444444,0.5,0.555555556,0.5,F,Anna Blinkova,Karolina Pliskova,hard,aus
0,0.3125,1,0.6875,F,Karolina Pliskova,Anna Blinkova,hard,aus
0,0.476190476,1,0.523809524,F,Yulia Putintseva,Jelena Ostapenko,hard,aus
0.666666667,0.536585366,0.333333333,0.463414634,F,Jelena Ostapenko,Yulia Putintseva,hard,aus
1,0.516666667,0,0.483333333,F,Ana Konjuh,Daria Gavrilova,hard,aus
0.25,0.414634146,0.75,0.585365854,F,Daria Gavrilova,Ana Konjuh,hard,aus
1,0.454545455,0,0.545454545,F,Timea Bacsinszky,Danka Kovinic,hard,aus
0.5,0.469387755,0.5,0.530612245,F,Danka Kovinic,Timea Bacsinszky,hard,aus
0.666666667,0.571428571,0.333333333,0.428571429,F,Mandy Minella,Elena Vesnina,hard,aus
1,0.471698113,0,0.528301887,F,Elena Vesnina,Mandy Minella,hard,aus
0.461538462,0.441176471,0.538461538,0.558823529,F,Heather Watson,Jennifer Brady,hard,aus
0,0.422535211,1,0.577464789,F,Jennifer Brady,Heather Watson,hard,aus
0,0.50877193,0,0.49122807,F,Maria Sakkari,nan,hard,aus
0.666666667,0.432432432,0.333333333,0.567567568,F,nan,Maria Sakkari,hard,aus
0,0.466666667,1,0.533333333,F,Agnieszka Radwanska,Mirjana Lucic Baroni,hard,aus
0,0.5625,1,0.4375,F,Mirjana Lucic Baroni,Agnieszka Radwanska,hard,aus
1,0.547169811,0,0.452830189,F,Su Wei Hsieh,Dominika Cibulkova,hard,aus
1,0.5,0,0.5,F,Dominika Cibulkova,Su Wei Hsieh,hard,aus
0,0.513513514,0,0.486486486,F,Ekaterina Makarova,Sara Errani,hard,aus
0.5,0.552631579,0.5,0.447368421,F,Sara Errani,Ekaterina Makarova,hard,aus
0,0.484848485,0,0.515151515,F,Donna Vekic,Caroline Wozniacki,hard,aus
0.333333333,0.575757576,0.666666667,0.424242424,F,Caroline Wozniacki,Donna Vekic,hard,aus
0.4,0.457142857,0.6,0.542857143,F,Johanna Konta,Naomi Osaka,hard,aus
0.333333333,0.5,0.666666667,0.5,F,Naomi Osaka,Johanna Konta,hard,aus
0.5,0.518518519,0.5,0.481481481,F,Andrea Petkovic,Barbora Strycova,hard,aus
0,0.392857143,0,0.607142857,F,Barbora Strycova,Andrea Petkovic,hard,aus
0.625,0.5,0.375,0.5,F,Caroline Garcia,Oceane Dodin,hard,aus
0.5,0.444444444,0.5,0.555555556,F,Oceane Dodin,Caroline Garcia,hard,aus
1,0.558823529,0,0.441176471,F,Irina Falconi,Nicole Gibbs,hard,aus
0,0.5,0,0.5,F,Nicole Gibbs,Irina Falconi,hard,aus
0.428571429,0.34375,0.571428571,0.65625,F,Serena Williams,Lucie Safarova,hard,aus
0.642857143,0.541666667,0.357142857,0.458333333,F,Lucie Safarova,Serena Williams,hard,aus
0,0.411764706,0,0.588235294,F,Kristyna Pliskova,Angelique Kerber,hard,aus
0.5,0.555555556,0.5,0.444444444,F,Angelique Kerber,Kristyna Pliskova,hard,aus
0.333333333,0.426229508,0.666666667,0.573770492,F,CoCo Vandeweghe,Eugenie Bouchard,hard,aus
0.636363636,0.538461538,0.363636364,0.461538462,F,Eugenie Bouchard,CoCo Vandeweghe,hard,aus
0.2,0.454545455,0.8,0.545454545,F,Alison Riske,Sorana Cirstea,hard,aus
0.5,0.5,0.5,0.5,F,Sorana Cirstea,Alison Riske,hard,aus
0.333333333,0.516129032,0.666666667,0.483870968,F,nan,Anastasija Sevastova,hard,aus
0.4,0.5,0.6,0.5,F,Anastasija Sevastova,nan,hard,aus
1,0.526315789,0,0.473684211,F,Mona Barthel,Ashleigh Barty,hard,aus
0.333333333,0.467741935,0.666666667,0.532258065,F,Ashleigh Barty,Mona Barthel,hard,aus
1,0.516129032,0,0.483870968,F,Venus Williams,Ying Ying Duan,hard,aus
0.333333333,0.5,0.666666667,0.5,F,Ying Ying Duan,Venus Williams,hard,aus
0.5,0.54,0.5,0.46,F,Anastasia Pavlyuchenkova,Elina Svitolina,hard,aus
0.8,0.545454545,0.2,0.454545455,F,Elina Svitolina,Anastasia Pavlyuchenkova,hard,aus
0,0.409090909,1,0.590909091,F,Svetlana Kuznetsova,Jelena Jankovic,hard,aus
0.25,0.5,0.75,0.5,F,Jelena Jankovic,Svetlana Kuznetsova,hard,aus
0.631578947,0.507692308,0.368421053,0.492307692,F,Jelena Ostapenko,Karolina Pliskova,hard,aus
0.333333333,0.476190476,0.666666667,0.523809524,F,Karolina Pliskova,Jelena Ostapenko,hard,aus
1,0.566037736,0,0.433962264,F,Timea Bacsinszky,Daria Gavrilova,hard,aus
0.75,0.507042254,0.25,0.492957746,F,Daria Gavrilova,Timea Bacsinszky,hard,aus
0.333333333,0.540540541,0.666666667,0.459459459,F,Jennifer Brady,Elena Vesnina,hard,aus
0.2,0.433333333,0.8,0.566666667,F,Elena Vesnina,Jennifer Brady,hard,aus
0,0.419354839,0,0.580645161,F,Mirjana Lucic Baroni,Maria Sakkari,hard,aus
0.5,0.566037736,0.5,0.433962264,F,Maria Sakkari,Mirjana Lucic Baroni,hard,aus
0,0.532258065,0,0.467741935,F,Ekaterina Makarova,Dominika Cibulkova,hard,aus
0.4,0.52,0.6,0.48,F,Dominika Cibulkova,Ekaterina Makarova,hard,aus
0,0.454545455,0,0.545454545,F,Johanna Konta,Caroline Wozniacki,hard,aus
0.5,0.517241379,0.5,0.482758621,F,Caroline Wozniacki,Johanna Konta,hard,aus
0.25,0.540540541,0.75,0.459459459,F,Caroline Garcia,Barbora Strycova,hard,aus
0,0.512820513,1,0.487179487,F,Barbora Strycova,Caroline Garcia,hard,aus
0,0.555555556,1,0.444444444,F,Serena Williams,Nicole Gibbs,hard,aus
0.75,0.434782609,0.25,0.565217391,F,Nicole Gibbs,Serena Williams,hard,aus
0,0.384615385,0,0.615384615,F,CoCo Vandeweghe,Angelique Kerber,hard,aus
0.166666667,0.518518519,0.833333333,0.481481481,F,Angelique Kerber,CoCo Vandeweghe,hard,aus
1,0.393939394,0,0.606060606,F,nan,Sorana Cirstea,hard,aus
0.5,0.571428571,0.5,0.428571429,F,Sorana Cirstea,nan,hard,aus
0,0.541666667,1,0.458333333,F,Venus Williams,Mona Barthel,hard,aus
0.75,0.489795918,0.25,0.510204082,F,Mona Barthel,Venus Williams,hard,aus
0,0.483870968,1,0.516129032,F,Svetlana Kuznetsova,Anastasia Pavlyuchenkova,hard,aus
0,0.534883721,1,0.465116279,F,Anastasia Pavlyuchenkova,Svetlana Kuznetsova,hard,aus
0.454545455,0.483870968,0.545454545,0.516129032,F,Daria Gavrilova,Karolina Pliskova,hard,aus
0.5,0.529411765,0.5,0.470588235,F,Karolina Pliskova,Daria Gavrilova,hard,aus
0,0.409090909,0,0.590909091,F,Mirjana Lucic Baroni,Jennifer Brady,hard,aus
0.5,0.482758621,0.5,0.517241379,F,Jennifer Brady,Mirjana Lucic Baroni,hard,aus
1,0.413793103,0,0.586206897,F,Johanna Konta,Ekaterina Makarova,hard,aus
0.333333333,0.514285714,0.666666667,0.485714286,F,Ekaterina Makarova,Johanna Konta,hard,aus
1,0.56,0,0.44,F,Serena Williams,Barbora Strycova,hard,aus
0,0.37037037,1,0.62962963,F,Barbora Strycova,Serena Williams,hard,aus
0.2,0.44,0.8,0.56,F,nan,CoCo Vandeweghe,hard,aus
0.333333333,0.5,0.666666667,0.5,F,CoCo Vandeweghe,nan,hard,aus
0.75,0.404761905,0.25,0.595238095,F,Anastasia Pavlyuchenkova,Venus Williams,hard,aus
0.5,0.510204082,0.5,0.489795918,F,Venus Williams,Anastasia Pavlyuchenkova,hard,aus
0.625,0.428571429,0.375,0.571428571,F,Mirjana Lucic Baroni,Karolina Pliskova,hard,aus
0.333333333,0.5,0.666666667,0.5,F,Karolina Pliskova,Mirjana Lucic Baroni,hard,aus
0.5,0.466666667,0.5,0.533333333,F,Serena Williams,Johanna Konta,hard,aus
0.333333333,0.423076923,0.666666667,0.576923077,F,Johanna Konta,Serena Williams,hard,aus
0.6,0.480769231,0.4,0.519230769,F,Venus Williams,CoCo Vandeweghe,hard,aus
0.363636364,0.548387097,0.636363636,0.451612903,F,CoCo Vandeweghe,Venus Williams,hard,aus
1,0.466666667,0,0.533333333,F,Serena Williams,Mirjana Lucic Baroni,hard,aus
0.333333333,0.461538462,0.666666667,0.538461538,F,Mirjana Lucic Baroni,Serena Williams,hard,aus
0.5,0.561403509,0.5,0.438596491,M,Andrey Kuznetsov,Andy Murray,clay,french
0.833333333,0.519230769,0.166666667,0.480769231,M,Andy Murray,Andrey Kuznetsov,clay,french
0.388888889,0.463768116,0.611111111,0.536231884,M,Martin Klizan,Laurent Lokoli,clay,french
0.25,0.459770115,0.75,0.540229885,M,Laurent Lokoli,Martin Klizan,clay,french
0.5,0.532608696,0.5,0.467391304,M,Nicolas Almagro,Marcos Baghdatis,clay,french
0.5625,0.458333333,0.4375,0.541666667,M,Marcos Baghdatis,Nicolas Almagro,clay,french
0.666666667,0.509090909,0.333333333,0.490909091,M,Juan Martin Del Potro,Guido Pella,clay,french
0.461538462,0.5,0.538461538,0.5,M,Guido Pella,Juan Martin Del Potro,clay,french
0.551724138,0.453488372,0.448275862,0.546511628,M,Jordan Thompson,John Isner,clay,french
0.444444444,0.461538462,0.555555556,0.538461538,M,John Isner,Jordan Thompson,clay,french
0.666666667,0.507692308,0.333333333,0.492307692,M,Nicolas Jarry,Karen Khachanov,clay,french
0.25,0.515789474,0.75,0.484210526,M,Karen Khachanov,Nicolas Jarry,clay,french
0.75,0.509090909,0.25,0.490909091,M,Tomas Berdych,Jan Lennard Struff,clay,french
0.75,0.516129032,0.25,0.483870968,M,Jan Lennard Struff,Tomas Berdych,clay,french
0.285714286,0.464285714,0.714285714,0.535714286,M,Fernando Verdasco,Alexander Zverev,clay,french
0,0.505617978,0,0.494382022,M,Alexander Zverev,Fernando Verdasco,clay,french
0.111111111,0.462962963,0.888888889,0.537037037,M,Jared Donaldson,Pierre Hugues Herbert,clay,french
0.166666667,0.511627907,0.833333333,0.488372093,M,Pierre Hugues Herbert,Jared Donaldson,clay,french
0.571428571,0.523809524,0.428571429,0.476190476,M,Nicolas Kicker,Damir Dzumhur,clay,french
0,0.535211268,0,0.464788732,M,Damir Dzumhur,Nicolas Kicker,clay,french
0.8,0.538461538,0.2,0.461538462,M,Pablo Cuevas,Maxime Hamou,clay,french
0.285714286,0.543859649,0.714285714,0.456140351,M,Maxime Hamou,Pablo Cuevas,clay,french
0.526315789,0.568965517,0.473684211,0.431034483,M,Hyeon Chung,Sam Querrey,clay,french
0.666666667,0.516666667,0.333333333,0.483333333,M,Sam Querrey,Hyeon Chung,clay,french
0.5,0.416666667,0.5,0.583333333,M,Denis Istomin,Ernesto Escobedo,clay,french
0.444444444,0.5,0.555555556,0.5,M,Ernesto Escobedo,Denis Istomin,clay,french
0,0.475409836,1,0.524590164,M,Jeremy Chardy,Radu Albot,clay,french
0.272727273,0.440677966,0.727272727,0.559322034,M,Radu Albot,Jeremy Chardy,clay,french
0.5,0.533333333,0.5,0.466666667,M,Kei Nishikori,Thanasi Kokkinakis,clay,french
0.333333333,0.5,0.666666667,0.5,M,Thanasi Kokkinakis,Kei Nishikori,clay,french
1,0.62,0,0.38,M,Jozef Kovalik,Stan Wawrinka,clay,french
0.5,0.404761905,0.5,0.595238095,M,Stan Wawrinka,Jozef Kovalik,clay,french
1,0.482758621,0,0.517241379,M,Andreas Seppi,Santiago Giraldo,clay,french
0.454545455,0.543859649,0.545454545,0.456140351,M,Santiago Giraldo,Andreas Seppi,clay,french
0.583333333,0.492537313,0.416666667,0.507462687,M,Fabio Fognini,Frances Tiafoe,clay,french
0,0.519480519,1,0.480519481,M,Frances Tiafoe,Fabio Fognini,clay,french
0.428571429,0.5,0.571428571,0.5,M,Arthur De Greef,Richard Gasquet,clay,french
0.5,0.528301887,0.5,0.471698113,M,Richard Gasquet,Arthur De Greef,clay,french
0.615384615,0.545454545,0.384615385,0.454545455,M,Victor Estrella Burgos,Teymuraz Gabashvili,clay,french
0.555555556,0.521126761,0.444444444,0.478873239,M,Teymuraz Gabashvili,Victor Estrella Burgos,clay,french
0.2,0.516129032,0.8,0.483870968,M,Alexandre Muller,Thiago Monteiro,clay,french
0.25,0.489361702,0.75,0.510638298,M,Thiago Monteiro,Alexandre Muller,clay,french
0.75,0.5,0.25,0.5,M,Gael Monfils,Dustin Brown,clay,french
0,0.532258065,1,0.467741935,M,Dustin Brown,Gael Monfils,clay,french
0.5,0.551401869,0.5,0.448598131,M,Renzo Olivo,Jo Wilfried Tsonga,clay,french
0,0.472727273,0,0.527272727,M,Jo Wilfried Tsonga,Renzo Olivo,clay,french
0,0.520833333,1,0.479166667,M,Gastao Elias,Kyle Edmund,clay,french
0.6,0.523809524,0.4,0.476190476,M,Kyle Edmund,Gastao Elias,clay,french
0.25,0.413793103,0.75,0.586206897,M,Malek Jaziri,Kevin Anderson,clay,french
0,0.6,1,0.4,M,Kevin Anderson,Malek Jaziri,clay,french
0.8,0.541666667,0.2,0.458333333,M,Nick Kyrgios,Philipp Kohlschreiber,clay,french
0.7,0.514705882,0.3,0.485294118,M,Philipp Kohlschreiber,Nick Kyrgios,clay,french
0.416666667,0.472222222,0.583333333,0.527777778,M,Donald Young,David Ferrer,clay,french
0.4,0.492307692,0.6,0.507692308,M,David Ferrer,Donald Young,clay,french
0.857142857,0.567164179,0.142857143,0.432835821,M,Federico Delbonis,Konstantin Kravchuk,clay,french
0.4,0.509803922,0.6,0.490196078,M,Konstantin Kravchuk,Federico Delbonis,clay,french
0.6,0.369565217,0.4,0.630434783,M,Marin Cilic,Ernests Gulbis,clay,french
0.285714286,0.512820513,0.714285714,0.487179487,M,Ernests Gulbis,Marin Cilic,clay,french
0.583333333,0.465116279,0.416666667,0.534883721,M,Steve Darcis,Milos Raonic,clay,french
1,0.549019608,0,0.450980392,M,Milos Raonic,Steve Darcis,clay,french
0.727272727,0.5125,0.272727273,0.4875,M,Mikhail Youzhny,Rogerio Dutra Silva,clay,french
0.6,0.482758621,0.4,0.517241379,M,Rogerio Dutra Silva,Mikhail Youzhny,clay,french
1,0.480392157,0,0.519607843,M,Quentin Halys,Marco Trungelliti,clay,french
0.6875,0.5,0.3125,0.5,M,Marco Trungelliti,Quentin Halys,clay,french
0.466666667,0.446153846,0.533333333,0.553846154,M,Gilles Muller,Guillermo Garcia Lopez,clay,french
0.5,0.530120482,0.5,0.469879518,M,Guillermo Garcia Lopez,Gilles Muller,clay,french
0.5,0.5,0.5,0.5,M,Florian Mayer,Pablo Carreno Busta,clay,french
0.333333333,0.472727273,0.666666667,0.527272727,M,Pablo Carreno Busta,Florian Mayer,clay,french
0.625,0.484375,0.375,0.515625,M,Jerzy Janowicz,Taro Daniel,clay,french
0.230769231,0.455882353,0.769230769,0.544117647,M,Taro Daniel,Jerzy Janowicz,clay,french
0.5,0.523076923,0.5,0.476923077,M,Daniel Evans,Tommy Robredo,clay,french
1,0.384615385,0,0.615384615,M,Tommy Robredo,Daniel Evans,clay,french
0,0.459459459,1,0.540540541,M,Grigor Dimitrov,Stephane Robert,clay,french
0.5,0.444444444,0.5,0.555555556,M,Stephane Robert,Grigor Dimitrov,clay,french
0.5,0.540540541,0.5,0.459459459,M,Jiri Vesely,Jack Sock,clay,french
0.166666667,0.517241379,0.833333333,0.482758621,M,Jack Sock,Jiri Vesely,clay,french
0.727272727,0.555555556,0.272727273,0.444444444,M,Ryan Harrison,Aljaz Bedene,clay,french
0.285714286,0.422222222,0.714285714,0.577777778,M,Aljaz Bedene,Ryan Harrison,clay,french
0.5,0.575342466,0.5,0.424657534,M,Tennys Sandgren,Mikhail Kukushkin,clay,french
0.5,0.5,0.5,0.5,M,Mikhail Kukushkin,Tennys Sandgren,clay,french
0.666666667,0.489361702,0.333333333,0.510638298,M,Roberto Bautista Agut,John Millman,clay,french
0.666666667,0.519230769,0.333333333,0.480769231,M,John Millman,Roberto Bautista Agut,clay,french
0,0.511111111,0,0.488888889,M,Nikoloz Basilashvili,Gilles Simon,clay,french
0,0.519480519,0,0.480519481,M,Gilles Simon,Nikoloz Basilashvili,clay,french
0.333333333,0.444444444,0.666666667,0.555555556,M,Evgeny Donskoy,Viktor Troicki,clay,french
0.75,0.41025641,0.25,0.58974359,M,Viktor Troicki,Evgeny Donskoy,clay,french
0.714285714,0.558139535,0.285714286,0.441860465,M,Alex De Minaur,Robin Haase,clay,french
0.333333333,0.520833333,0.666666667,0.479166667,M,Robin Haase,Alex De Minaur,clay,french
0,0.45,0,0.55,M,Rafael Nadal,Benoit Paire,clay,french
1,0.476190476,0,0.523809524,M,Benoit Paire,Rafael Nadal,clay,french
0.454545455,0.454545455,0.545454545,0.545454545,M,Bernard Tomic,Dominic Thiem,clay,french
0.333333333,0.469387755,0.666666667,0.530612245,M,Dominic Thiem,Bernard Tomic,clay,french
0.5,0.5,0.5,0.5,M,Nicolas Mahut,Simone Bolelli,clay,french
0.8,0.520833333,0.2,0.479166667,M,Simone Bolelli,Nicolas Mahut,clay,french
0.375,0.538461538,0.625,0.461538462,M,Borna Coric,Mathias Bourgue,clay,french
0,0.396551724,1,0.603448276,M,Mathias Bourgue,Borna Coric,clay,french
0.5,0.471153846,0.5,0.528846154,M,Steve Johnson,Yuichi Sugita,clay,french
0.307692308,0.5,0.692307692,0.5,M,Yuichi Sugita,Steve Johnson,clay,french
0.6,0.587301587,0.4,0.412698413,M,Stefanos Tsitsipas,Ivo Karlovic,clay,french
0.666666667,0.559322034,0.333333333,0.440677966,M,Ivo Karlovic,Stefanos Tsitsipas,clay,french
0.25,0.517857143,0.75,0.482142857,M,Adrian Mannarino,Horacio Zeballos,clay,french
0.666666667,0.462962963,0.333333333,0.537037037,M,Horacio Zeballos,Adrian Mannarino,clay,french
0,0.529411765,1,0.470588235,M,David Goffin,Paul Henri Mathieu,clay,french
0.454545455,0.523809524,0.545454545,0.476190476,M,Paul Henri Mathieu,David Goffin,clay,french
0.5,0.47761194,0.5,0.52238806,M,Julien Benneteau,Lucas Pouille,clay,french
0.571428571,0.483516484,0.428571429,0.516483516,M,Lucas Pouille,Julien Benneteau,clay,french
0.333333333,0.523255814,0.666666667,0.476744186,M,Dusan Lajovic,Thomaz Bellucci,clay,french
0.428571429,0.489130435,0.571428571,0.510869565,M,Thomaz Bellucci,Dusan Lajovic,clay,french
0.25,0.47761194,0.75,0.52238806,M,Daniil Medvedev,Benjamin Bonzi,clay,french
0.2,0.475409836,0.8,0.524590164,M,Benjamin Bonzi,Daniil Medvedev,clay,french
0.571428571,0.5,0.428571429,0.5,M,Albert Ramos Vinolas,Marius Copil,clay,french
0.5,0.46969697,0.5,0.53030303,M,Marius Copil,Albert Ramos Vinolas,clay,french
0,0.423076923,1,0.576923077,M,Stefano Napolitano,Mischa Zverev,clay,french
0,0.481481481,1,0.518518519,M,Mischa Zverev,Stefano Napolitano,clay,french
0,0.476190476,1,0.523809524,M,Diego Schwartzman,Andrey Rublev,clay,french
0.666666667,0.509803922,0.333333333,0.490196078,M,Andrey Rublev,Diego Schwartzman,clay,french
0.5,0.530612245,0.5,0.469387755,M,Janko Tipsarevic,Joao Sousa,clay,french
0.5,0.489795918,0.5,0.510204082,M,Joao Sousa,Janko Tipsarevic,clay,french
0.4,0.446428571,0.6,0.553571429,M,Novak Djokovic,Marcel Granollers,clay,french
0.5,0.534482759,0.5,0.465517241,M,Marcel Granollers,Novak Djokovic,clay,french
0.777777778,0.548387097,0.222222222,0.451612903,M,Martin Klizan,Andy Murray,clay,french
0.6,0.513157895,0.4,0.486842105,M,Andy Murray,Martin Klizan,clay,french
0.571428571,0.514285714,0.428571429,0.485714286,M,Juan Martin Del Potro,Nicolas Almagro,clay,french
0.75,0.552631579,0.25,0.447368421,M,Nicolas Almagro,Juan Martin Del Potro,clay,french
