ad_acepercentage,ad_firstservepercentage,deuce_acepercentage,deuce_firstservepercentage,gender,opponent,player,surface,tournament
0.65,0.575342466,0.35,0.424657534,M,Paolo Lorenzi,John Isner,clay,french
0.285714286,0.452830189,0.714285714,0.547169811,M,John Isner,Paolo Lorenzi,clay,french
0.5,0.465116279,0.5,0.534883721,M,Tomas Berdych,Karen Khachanov,clay,french
0.428571429,0.456140351,0.571428571,0.543859649,M,Karen Khachanov,Tomas Berdych,clay,french
0.6,0.457142857,0.4,0.542857143,M,Pierre Hugues Herbert,Fernando Verdasco,clay,french
0.363636364,0.466666667,0.636363636,0.533333333,M,Fernando Verdasco,Pierre Hugues Herbert,clay,french
0.666666667,0.519230769,0.333333333,0.480769231,M,Pablo Cuevas,Nicolas Kicker,clay,french
1,0.555555556,0,0.444444444,M,Nicolas Kicker,Pablo Cuevas,clay,french
0.666666667,0.418604651,0.333333333,0.581395349,M,Denis Istomin,Hyeon Chung,clay,french
0.5,0.490196078,0.5,0.509803922,M,Hyeon Chung,Denis Istomin,clay,french
0.5,0.472727273,0.5,0.527272727,M,Kei Nishikori,Jeremy Chardy,clay,french
0.5,0.46,0.5,0.54,M,Jeremy Chardy,Kei Nishikori,clay,french
0.5625,0.5,0.4375,0.5,M,Alexandr Dolgopolov,Stan Wawrinka,clay,french
0.5,0.507042254,0.5,0.492957746,M,Stan Wawrinka,Alexandr Dolgopolov,clay,french
0.75,0.565217391,0.25,0.434782609,M,Fabio Fognini,Andreas Seppi,clay,french
0.4,0.456140351,0.6,0.543859649,M,Andreas Seppi,Fabio Fognini,clay,french
0.6,0.525,0.4,0.475,M,Victor Estrella Burgos,Richard Gasquet,clay,french
0,0.509090909,0,0.490909091,M,Richard Gasquet,Victor Estrella Burgos,clay,french
0,0.575,1,0.425,M,Gael Monfils,Thiago Monteiro,clay,french
0.666666667,0.547169811,0.333333333,0.452830189,M,Thiago Monteiro,Gael Monfils,clay,french
0.5,0.473684211,0.5,0.526315789,M,Kyle Edmund,Renzo Olivo,clay,french
0,0.469387755,1,0.530612245,M,Renzo Olivo,Kyle Edmund,clay,french
0.428571429,0.507692308,0.571428571,0.492307692,M,Nick Kyrgios,Kevin Anderson,clay,french
0.6875,0.529411765,0.3125,0.470588235,M,Kevin Anderson,Nick Kyrgios,clay,french
0.5,0.504854369,0.5,0.495145631,M,Feliciano Lopez,David Ferrer,clay,french
0.363636364,0.509803922,0.636363636,0.490196078,M,David Ferrer,Feliciano Lopez,clay,french
1,0.50877193,0,0.49122807,M,Marin Cilic,Konstantin Kravchuk,clay,french
0.5,0.409090909,0.5,0.590909091,M,Konstantin Kravchuk,Marin Cilic,clay,french
0.571428571,0.5,0.428571429,0.5,M,Rogerio Dutra Silva,Milos Raonic,clay,french
1,0.5,0,0.5,M,Milos Raonic,Rogerio Dutra Silva,clay,french
0.333333333,0.52,0.666666667,0.48,M,Guillermo Garcia Lopez,Marco Trungelliti,clay,french
0.833333333,0.575,0.166666667,0.425,M,Marco Trungelliti,Guillermo Garcia Lopez,clay,french
0.583333333,0.5,0.416666667,0.5,M,Taro Daniel,Pablo Carreno Busta,clay,french
0,0.456790123,1,0.543209877,M,Pablo Carreno Busta,Taro Daniel,clay,french
0,0.491803279,1,0.508196721,M,Grigor Dimitrov,Tommy Robredo,clay,french
0.25,0.492307692,0.75,0.507692308,M,Tommy Robredo,Grigor Dimitrov,clay,french
0.545454545,0.466666667,0.454545455,0.533333333,M,Aljaz Bedene,Jiri Vesely,clay,french
0.5,0.481481481,0.5,0.518518519,M,Jiri Vesely,Aljaz Bedene,clay,french
0.5,0.454545455,0.5,0.545454545,M,Roberto Bautista Agut,Mikhail Kukushkin,clay,french
0.333333333,0.506666667,0.666666667,0.493333333,M,Mikhail Kukushkin,Roberto Bautista Agut,clay,french
0.5,0.43956044,0.5,0.56043956,M,Viktor Troicki,Nikoloz Basilashvili,clay,french
0.461538462,0.5,0.538461538,0.5,M,Nikoloz Basilashvili,Viktor Troicki,clay,french
0.5,0.549019608,0.5,0.450980392,M,Rafael Nadal,Robin Haase,clay,french
0.5,0.5,0.5,0.5,M,Robin Haase,Rafael Nadal,clay,french
0.833333333,0.525,0.166666667,0.475,M,Simone Bolelli,Dominic Thiem,clay,french
0,0.509803922,0,0.490196078,M,Dominic Thiem,Simone Bolelli,clay,french
0.375,0.422222222,0.625,0.577777778,M,Steve Johnson,Borna Coric,clay,french
0.5,0.493333333,0.5,0.506666667,M,Borna Coric,Steve Johnson,clay,french
0.37037037,0.53125,0.62962963,0.46875,M,Horacio Zeballos,Ivo Karlovic,clay,french
0.333333333,0.507246377,0.666666667,0.492753623,M,Ivo Karlovic,Horacio Zeballos,clay,french
0.454545455,0.481927711,0.545454545,0.518072289,M,David Goffin,Sergiy Stakhovsky,clay,french
0.666666667,0.508196721,0.333333333,0.491803279,M,Sergiy Stakhovsky,David Goffin,clay,french
0.6,0.47761194,0.4,0.52238806,M,Thomaz Bellucci,Lucas Pouille,clay,french
0.666666667,0.458333333,0.333333333,0.541666667,M,Lucas Pouille,Thomaz Bellucci,clay,french
1,0.5,0,0.5,M,Albert Ramos Vinolas,Benjamin Bonzi,clay,french
0.375,0.552631579,0.625,0.447368421,M,Benjamin Bonzi,Albert Ramos Vinolas,clay,french
0.333333333,0.509803922,0.666666667,0.490196078,M,Diego Schwartzman,Stefano Napolitano,clay,french
0,0.52173913,1,0.47826087,M,Stefano Napolitano,Diego Schwartzman,clay,french
0,0.5,1,0.5,M,Novak Djokovic,Joao Sousa,clay,french
0.5,0.411764706,0.5,0.588235294,M,Joao Sousa,Novak Djokovic,clay,french
0.4,0.465517241,0.6,0.534482759,M,Juan Martin Del Potro,Andy Murray,clay,french
0.333333333,0.53030303,0.666666667,0.46969697,M,Andy Murray,Juan Martin Del Potro,clay,french
0.5,0.472527473,0.5,0.527472527,M,Karen Khachanov,John Isner,clay,french
0.875,0.521126761,0.125,0.478873239,M,John Isner,Karen Khachanov,clay,french
0.5,0.458333333,0.5,0.541666667,M,Pablo Cuevas,Fernando Verdasco,clay,french
0,0.447368421,0,0.552631579,M,Fernando Verdasco,Pablo Cuevas,clay,french
0.714285714,0.505617978,0.285714286,0.494382022,M,Kei Nishikori,Hyeon Chung,clay,french
0.142857143,0.393617021,0.857142857,0.606382979,M,Hyeon Chung,Kei Nishikori,clay,french
0.5,0.469387755,0.5,0.530612245,M,Fabio Fognini,Stan Wawrinka,clay,french
0,0.5,0,0.5,M,Stan Wawrinka,Fabio Fognini,clay,french
0.5,0.444444444,0.5,0.555555556,M,Gael Monfils,Richard Gasquet,clay,french
0.5,0.507692308,0.5,0.492307692,M,Richard Gasquet,Gael Monfils,clay,french
0.75,0.543478261,0.25,0.456521739,M,Kevin Anderson,Kyle Edmund,clay,french
0.565217391,0.504761905,0.434782609,0.495238095,M,Kyle Edmund,Kevin Anderson,clay,french
1,0.558139535,0,0.441860465,M,Marin Cilic,Feliciano Lopez,clay,french
0.125,0.421052632,0.875,0.578947368,M,Feliciano Lopez,Marin Cilic,clay,french
0.5,0.428571429,0.5,0.571428571,M,Guillermo Garcia Lopez,Milos Raonic,clay,french
1,0.714285714,0,0.285714286,M,Milos Raonic,Guillermo Garcia Lopez,clay,french
0,0.451612903,0,0.548387097,M,Grigor Dimitrov,Pablo Carreno Busta,clay,french
0.5,0.581818182,0.5,0.418181818,M,Pablo Carreno Busta,Grigor Dimitrov,clay,french
0.4,0.511627907,0.6,0.488372093,M,Roberto Bautista Agut,Jiri Vesely,clay,french
0.5,0.462962963,0.5,0.537037037,M,Jiri Vesely,Roberto Bautista Agut,clay,french
0,0.541666667,1,0.458333333,M,Rafael Nadal,Nikoloz Basilashvili,clay,french
1,0.620689655,0,0.379310345,M,Nikoloz Basilashvili,Rafael Nadal,clay,french
0.4,0.5,0.6,0.5,M,Steve Johnson,Dominic Thiem,clay,french
0.8,0.513888889,0.2,0.486111111,M,Dominic Thiem,Steve Johnson,clay,french
0,0.428571429,0,0.571428571,M,David Goffin,Horacio Zeballos,clay,french
0,0.4,1,0.6,M,Horacio Zeballos,David Goffin,clay,french
0.333333333,0.471910112,0.666666667,0.528089888,M,Albert Ramos Vinolas,Lucas Pouille,clay,french
0,0.521276596,1,0.478723404,M,Lucas Pouille,Albert Ramos Vinolas,clay,french
0,0.445652174,1,0.554347826,M,Novak Djokovic,Diego Schwartzman,clay,french
0.571428571,0.4875,0.428571429,0.5125,M,Diego Schwartzman,Novak Djokovic,clay,french
0.8,0.490566038,0.2,0.509433962,M,Karen Khachanov,Andy Murray,clay,french
1,0.52173913,0,0.47826087,M,Andy Murray,Karen Khachanov,clay,french
0.333333333,0.519480519,0.666666667,0.480519481,M,Kei Nishikori,Fernando Verdasco,clay,french
1,0.525423729,0,0.474576271,M,Fernando Verdasco,Kei Nishikori,clay,french
0.333333333,0.493670886,0.666666667,0.506329114,M,Gael Monfils,Stan Wawrinka,clay,french
1,0.534482759,0,0.465517241,M,Stan Wawrinka,Gael Monfils,clay,french
0,0.5625,0,0.4375,M,Marin Cilic,Kevin Anderson,clay,french
0.5,0.588235294,0.5,0.411764706,M,Kevin Anderson,Marin Cilic,clay,french
0.56,0.491935484,0.44,0.508064516,M,Pablo Carreno Busta,Milos Raonic,clay,french
0.5,0.503267974,0.5,0.496732026,M,Milos Raonic,Pablo Carreno Busta,clay,french
0,0.465517241,0,0.534482759,M,Rafael Nadal,Roberto Bautista Agut,clay,french
0.666666667,0.5,0.333333333,0.5,M,Roberto Bautista Agut,Rafael Nadal,clay,french
0.25,0.5,0.75,0.5,M,Horacio Zeballos,Dominic Thiem,clay,french
0,0.530612245,1,0.469387755,M,Dominic Thiem,Horacio Zeballos,clay,french
0.333333333,0.515625,0.666666667,0.484375,M,Novak Djokovic,Albert Ramos Vinolas,clay,french
0.333333333,0.508196721,0.666666667,0.491803279,M,Albert Ramos Vinolas,Novak Djokovic,clay,french
0.333333333,0.434782609,0.666666667,0.565217391,M,Kei Nishikori,Andy Murray,clay,french
0,0.56,0,0.44,M,Andy Murray,Kei Nishikori,clay,french
1,0.479166667,0,0.520833333,M,Marin Cilic,Stan Wawrinka,clay,french
0.4,0.454545455,0.6,0.545454545,M,Stan Wawrinka,Marin Cilic,clay,french
0,0.5,0,0.5,M,Rafael Nadal,Pablo Carreno Busta,clay,french
0,0.529411765,0,0.470588235,M,Pablo Carreno Busta,Rafael Nadal,clay,french
0.5,0.54,0.5,0.46,M,Novak Djokovic,Dominic Thiem,clay,french
0.5,0.537313433,0.5,0.462686567,M,Dominic Thiem,Novak Djokovic,clay,french
1,0.54,0,0.46,M,Stan Wawrinka,Andy Murray,clay,french
0.5,0.535353535,0.5,0.464646465,M,Andy Murray,Stan Wawrinka,clay,french
0.5,0.530612245,0.5,0.469387755,M,Dominic Thiem,Rafael Nadal,clay,french
1,0.534883721,0,0.465116279,M,Rafael Nadal,Dominic Thiem,clay,french
0,0.46,1,0.54,M,Rafael Nadal,Stan Wawrinka,clay,french
0.333333333,0.547619048,0.666666667,0.452380952,M,Stan Wawrinka,Rafael Nadal,clay,french
0,0.514285714,0,0.485714286,F,Ekaterina Makarova,Angelique Kerber,clay,french
0.666666667,0.490196078,0.333333333,0.509803922,F,Angelique Kerber,Ekaterina Makarova,clay,french
0,0.483870968,0,0.516129032,F,Kateryna Kozlova,Lesia Tsurenko,clay,french
1,0.468085106,0,0.531914894,F,Lesia Tsurenko,Kateryna Kozlova,clay,french
0,0.546875,1,0.453125,F,Jelena Ostapenko,Louisa Chirico,clay,french
0.666666667,0.525,0.333333333,0.475,F,Louisa Chirico,Jelena Ostapenko,clay,french
1,0.522727273,0,0.477272727,F,Roberta Vinci,Monica Puig,clay,french
0.75,0.428571429,0.25,0.571428571,F,Monica Puig,Roberta Vinci,clay,french
0,0.447368421,1,0.552631579,F,Kristina Kucova,Samantha Stosur,clay,french
1,0.476190476,0,0.523809524,F,Samantha Stosur,Kristina Kucova,clay,french
0.5,0.555555556,0.5,0.444444444,F,Mandy Minella,Kirsten Flipkens,clay,french
1,0.441860465,0,0.558139535,F,Kirsten Flipkens,Mandy Minella,clay,french
0.666666667,0.555555556,0.333333333,0.444444444,F,Evgeniya Rodina,Bethanie Mattek Sands,clay,french
0,0.414634146,0,0.585365854,F,Bethanie Mattek Sands,Evgeniya Rodina,clay,french
0,0.451612903,0,0.548387097,F,Petra Kvitova,Julia Boserup,clay,french
0.444444444,0.432432432,0.555555556,0.567567568,F,Julia Boserup,Petra Kvitova,clay,french
0,0.596153846,0,0.403846154,F,Jaimee Fourlis,Caroline Wozniacki,clay,french
1,0.436363636,0,0.563636364,F,Caroline Wozniacki,Jaimee Fourlis,clay,french
0,0.541666667,1,0.458333333,F,Tessah Andrianjafitrimo,Francoise Abanda,clay,french
0,0.433333333,0,0.566666667,F,Francoise Abanda,Tessah Andrianjafitrimo,clay,french
0,0.522727273,1,0.477272727,F,Kiki Bertens,Ajla Tomljanovic,clay,french
0.636363636,0.605263158,0.363636364,0.394736842,F,Ajla Tomljanovic,Kiki Bertens,clay,french
0.5,0.492753623,0.5,0.507246377,F,Aliaksandra Sasnovich,Viktorija Golubic,clay,french
0,0.538461538,1,0.461538462,F,Viktorija Golubic,Aliaksandra Sasnovich,clay,french
1,0.619047619,0,0.380952381,F,Oceane Dodin,Camila Giorgi,clay,french
0.555555556,0.432432432,0.444444444,0.567567568,F,Camila Giorgi,Oceane Dodin,clay,french
0,0.571428571,0,0.428571429,F,Svetlana Kuznetsova,Christina McHale,clay,french
0.333333333,0.475409836,0.666666667,0.524590164,F,Christina McHale,Svetlana Kuznetsova,clay,french
0.5,0.487179487,0.5,0.512820513,F,Francesca Schiavone,nan,clay,french
0,0.551724138,1,0.448275862,F,nan,Francesca Schiavone,clay,french
0.5,0.52,0.5,0.48,F,Natalia Vikhlyantseva,Johanna Larsson,clay,french
0,0.510204082,1,0.489795918,F,Johanna Larsson,Natalia Vikhlyantseva,clay,french
0,0.434782609,0,0.565217391,F,Yulia Putintseva,Myrtille Georges,clay,french
1,0.5,0,0.5,F,Myrtille Georges,Yulia Putintseva,clay,french
0.5,0.454545455,0.5,0.545454545,F,Cagla Buyukakcay,Mirjana Lucic Baroni,clay,french
1,0.388888889,0,0.611111111,F,Mirjana Lucic Baroni,Cagla Buyukakcay,clay,french
0,0.536585366,1,0.463414634,F,Shelby Rogers,Marina Erakovic,clay,french
0.5,0.488372093,0.5,0.511627907,F,Marina Erakovic,Shelby Rogers,clay,french
0,0.462962963,0,0.537037037,F,Misaki Doi,Sara Errani,clay,french
0,0.527777778,0,0.472222222,F,Sara Errani,Misaki Doi,clay,french
0.625,0.573770492,0.375,0.426229508,F,Kristina Mladenovic,Jennifer Brady,clay,french
0.333333333,0.536231884,0.666666667,0.463768116,F,Jennifer Brady,Kristina Mladenovic,clay,french
0.25,0.5,0.75,0.5,F,Qiang Wang,Venus Williams,clay,french
1,0.56097561,0,0.43902439,F,Venus Williams,Qiang Wang,clay,french
1,0.493150685,0,0.506849315,F,Kurumi Nara,Amanda Anisimova,clay,french
1,0.445945946,0,0.554054054,F,Amanda Anisimova,Kurumi Nara,clay,french
0.75,0.514285714,0.25,0.485714286,F,Richel Hogenkamp,Jelena Jankovic,clay,french
0.5,0.529411765,0.5,0.470588235,F,Jelena Jankovic,Richel Hogenkamp,clay,french
0.5,0.483333333,0.5,0.516666667,F,Daria Gavrilova,Elise Mertens,clay,french
0,0.527272727,1,0.472727273,F,Elise Mertens,Daria Gavrilova,clay,french
0,0.5,0,0.5,F,Sara Sorribes Tormo,Timea Bacsinszky,clay,french
0,0.6,0,0.4,F,Timea Bacsinszky,Sara Sorribes Tormo,clay,french
0,0.515151515,0,0.484848485,F,Julia Goerges,Madison Brengle,clay,french
0.333333333,0.507042254,0.666666667,0.492957746,F,Madison Brengle,Julia Goerges,clay,french
0,0.454545455,0,0.545454545,F,Dominika Cibulkova,Lara Arruabarrena,clay,french
0,0.461538462,0,0.538461538,F,Lara Arruabarrena,Dominika Cibulkova,clay,french
0,0.513513514,1,0.486486486,F,Yaroslava Shvedova,Elina Svitolina,clay,french
0,0.525,0,0.475,F,Elina Svitolina,Yaroslava Shvedova,clay,french
0,0.486486486,0,0.513513514,F,Tsvetana Pironkova,Mona Barthel,clay,french
0,0.424242424,1,0.575757576,F,Mona Barthel,Tsvetana Pironkova,clay,french
1,0.463414634,0,0.536585366,F,Magda Linette,nan,clay,french
0.666666667,0.5625,0.333333333,0.4375,F,nan,Magda Linette,clay,french
0.666666667,0.516129032,0.333333333,0.483870968,F,Annika Beck,Anastasija Sevastova,clay,french
0,0.487179487,0,0.512820513,F,Anastasija Sevastova,Annika Beck,clay,french
0,0.475409836,0,0.524590164,F,Eugenie Bouchard,Risa Ozaki,clay,french
0.666666667,0.512195122,0.333333333,0.487804878,F,Risa Ozaki,Eugenie Bouchard,clay,french
1,0.542857143,0,0.457142857,F,Petra Martic,Kateryna Bondarenko,clay,french
0.285714286,0.456521739,0.714285714,0.543478261,F,Kateryna Bondarenko,Petra Martic,clay,french
0,0.483870968,1,0.516129032,F,Madison Keys,Ashleigh Barty,clay,french
0,0.566666667,1,0.433333333,F,Ashleigh Barty,Madison Keys,clay,french
0.4,0.5625,0.6,0.4375,F,Beatriz Haddad Maia,Elena Vesnina,clay,french
0.333333333,0.475409836,0.666666667,0.524590164,F,Elena Vesnina,Beatriz Haddad Maia,clay,french
1,0.703703704,0,0.296296296,F,Shuai Peng,Sorana Cirstea,clay,french
0,0.419354839,1,0.580645161,F,Sorana Cirstea,Shuai Peng,clay,french
0,0.56097561,0,0.43902439,F,Carla Suarez Navarro,Maria Sakkari,clay,french
0,0.541666667,0,0.458333333,F,Maria Sakkari,Carla Suarez Navarro,clay,french
1,0.55,0,0.45,F,Amandine Hesse,Marketa Vondrousova,clay,french
0,0.5,1,0.5,F,Marketa Vondrousova,Amandine Hesse,clay,french
1,0.46875,0,0.53125,F,Tatjana Maria,Ying Ying Duan,clay,french
1,0.5,0,0.5,F,Ying Ying Duan,Tatjana Maria,clay,french
0,0.605263158,0,0.394736842,F,Simona Halep,Jana Cepelova,clay,french
0,0.487179487,0,0.512820513,F,Jana Cepelova,Simona Halep,clay,french
0.5,0.542372881,0.5,0.457627119,F,Su Wei Hsieh,Johanna Konta,clay,french
0,0.453125,0,0.546875,F,Johanna Konta,Su Wei Hsieh,clay,french
0,0.46875,0,0.53125,F,Taylor Townsend,Miyu Kato,clay,french
0,0.4,0,0.6,F,Miyu Kato,Taylor Townsend,clay,french
0.428571429,0.5,0.571428571,0.5,F,Kristyna Pliskova,Chloe Paquet,clay,french
0.333333333,0.302325581,0.666666667,0.697674419,F,Chloe Paquet,Kristyna Pliskova,clay,french
0,0.575757576,1,0.424242424,F,Caroline Garcia,Nao Hibino,clay,french
0.5,0.444444444,0.5,0.555555556,F,Nao Hibino,Caroline Garcia,clay,french
0.666666667,0.523809524,0.333333333,0.476190476,F,Alison Riske,Barbora Strycova,clay,french
0,0.481481481,0,0.518518519,F,Barbora Strycova,Alison Riske,clay,french
1,0.518518519,0,0.481481481,F,Timea Babos,nan,clay,french
0,0.476923077,1,0.523076923,F,nan,Timea Babos,clay,french
0.666666667,0.540540541,0.333333333,0.459459459,F,Alison Van Uytvanck,Naomi Osaka,clay,french
0.5,0.487179487,0.5,0.512820513,F,Naomi Osaka,Alison Van Uytvanck,clay,french
0,0.6,0,0.4,F,Agnieszka Radwanska,Fiona Ferro,clay,french
0.75,0.5,0.25,0.5,F,Fiona Ferro,Agnieszka Radwanska,clay,french
0,0.517241379,1,0.482758621,F,Lucie Safarova,Veronica Cepede Royg,clay,french
0,0.419354839,1,0.580645161,F,Veronica Cepede Royg,Lucie Safarova,clay,french
1,0.547619048,0,0.452380952,F,Irina Camelia Begu,Mariana Duque Marino,clay,french
0,0.512820513,0,0.487179487,F,Mariana Duque Marino,Irina Camelia Begu,clay,french
0.2,0.517241379,0.8,0.482758621,F,Coco Vandeweghe,Magdalena Rybarikova,clay,french
1,0.48,0,0.52,F,Magdalena Rybarikova,Coco Vandeweghe,clay,french
0.5,0.490196078,0.5,0.509803922,F,Carina Witthoeft,Lauren Davis,clay,french
1,0.5,0,0.5,F,Lauren Davis,Carina Witthoeft,clay,french
0,0.416666667,1,0.583333333,F,Pauline Parmentier,Irina Khromacheva,clay,french
0.25,0.526315789,0.75,0.473684211,F,Irina Khromacheva,Pauline Parmentier,clay,french
0,0.403846154,1,0.596153846,F,Katerina Siniakova,Ekaterina Alexandrova,clay,french
0,0.489361702,1,0.510638298,F,Ekaterina Alexandrova,Katerina Siniakova,clay,french
0,0.509433962,0,0.490566038,F,Karolina Pliskova,Saisai Zheng,clay,french
0,0.4,0,0.6,F,Saisai Zheng,Karolina Pliskova,clay,french
0,0.538461538,0,0.461538462,F,Lesia Tsurenko,Ekaterina Makarova,clay,french
0,0.425,0,0.575,F,Ekaterina Makarova,Lesia Tsurenko,clay,french
0.2,0.461538462,0.8,0.538461538,F,Monica Puig,Jelena Ostapenko,clay,french
1,0.515151515,0,0.484848485,F,Jelena Ostapenko,Monica Puig,clay,french
0,0.482758621,1,0.517241379,F,Kirsten Flipkens,Samantha Stosur,clay,french
1,0.545454545,0,0.454545455,F,Samantha Stosur,Kirsten Flipkens,clay,french
1,0.55,0,0.45,F,Petra Kvitova,Bethanie Mattek Sands,clay,french
0,0.45,1,0.55,F,Bethanie Mattek Sands,Petra Kvitova,clay,french
1,0.52,0,0.48,F,Francoise Abanda,Caroline Wozniacki,clay,french
1,0.5,0,0.5,F,Caroline Wozniacki,Francoise Abanda,clay,french
0,0.520833333,0,0.479166667,F,Kiki Bertens,Catherine Bellis,clay,french
0.5,0.657894737,0.5,0.342105263,F,Catherine Bellis,Kiki Bertens,clay,french
0.5,0.5,0.5,0.5,F,Aliaksandra Sasnovich,Shuai Zhang,clay,french
0,0.5,0,0.5,F,Shuai Zhang,Aliaksandra Sasnovich,clay,french
0.333333333,0.5,0.666666667,0.5,F,Svetlana Kuznetsova,Oceane Dodin,clay,french
0.333333333,0.5,0.666666667,0.5,F,Oceane Dodin,Svetlana Kuznetsova,clay,french
0.5,0.509433962,0.5,0.490566038,F,Anett Kontaveit,nan,clay,french
0.333333333,0.438596491,0.666666667,0.561403509,F,nan,Anett Kontaveit,clay,french
1,0.482758621,0,0.517241379,F,Yulia Putintseva,Johanna Larsson,clay,french
0,0.539473684,0,0.460526316,F,Johanna Larsson,Yulia Putintseva,clay,french
0,0.5,0,0.5,F,Shelby Rogers,Cagla Buyukakcay,clay,french
0.5,0.490196078,0.5,0.509803922,F,Cagla Buyukakcay,Shelby Rogers,clay,french
0,0.452380952,0,0.547619048,F,Kristina Mladenovic,Sara Errani,clay,french
0,0.512195122,1,0.487804878,F,Sara Errani,Kristina Mladenovic,clay,french
0,0.5,1,0.5,F,Kurumi Nara,Venus Williams,clay,french
0,0.5,0,0.5,F,Venus Williams,Kurumi Nara,clay,french
0,0.378378378,1,0.621621622,F,Elise Mertens,Richel Hogenkamp,clay,french
1,0.510204082,0,0.489795918,F,Richel Hogenkamp,Elise Mertens,clay,french
0,0.5,0,0.5,F,Madison Brengle,Timea Bacsinszky,clay,french
0,0.425,0,0.575,F,Timea Bacsinszky,Madison Brengle,clay,french
0.333333333,0.56,0.666666667,0.44,F,Dominika Cibulkova,Ons Jabeur,clay,french
0,0.431818182,0,0.568181818,F,Ons Jabeur,Dominika Cibulkova,clay,french
0,0.488372093,1,0.511627907,F,Tsvetana Pironkova,Elina Svitolina,clay,french
0.5,0.468085106,0.5,0.531914894,F,Elina Svitolina,Tsvetana Pironkova,clay,french
0.5,0.538461538,0.5,0.461538462,F,Ana Konjuh,Magda Linette,clay,french
0.333333333,0.515151515,0.666666667,0.484848485,F,Magda Linette,Ana Konjuh,clay,french
0.5,0.5625,0.5,0.4375,F,Eugenie Bouchard,Anastasija Sevastova,clay,french
1,0.434782609,0,0.565217391,F,Anastasija Sevastova,Eugenie Bouchard,clay,french
0,0.595744681,1,0.404255319,F,Madison Keys,Petra Martic,clay,french
0.5,0.516666667,0.5,0.483333333,F,Petra Martic,Madison Keys,clay,french
0.5,0.5,0.5,0.5,F,Varvara Lepchenko,Elena Vesnina,clay,french
0.333333333,0.482758621,0.666666667,0.517241379,F,Elena Vesnina,Varvara Lepchenko,clay,french
0,0.545454545,1,0.454545455,F,Carla Suarez Navarro,Sorana Cirstea,clay,french
0,0.520833333,0,0.479166667,F,Sorana Cirstea,Carla Suarez Navarro,clay,french
0,0.5,0,0.5,F,Marketa Vondrousova,Daria Kasatkina,clay,french
0.666666667,0.612903226,0.333333333,0.387096774,F,Daria Kasatkina,Marketa Vondrousova,clay,french
1,0.459459459,0,0.540540541,F,Simona Halep,Tatjana Maria,clay,french
1,0.5,0,0.5,F,Tatjana Maria,Simona Halep,clay,french
0,0.5,1,0.5,F,Taylor Townsend,Su Wei Hsieh,clay,french
0,0.456140351,1,0.543859649,F,Su Wei Hsieh,Taylor Townsend,clay,french
0.666666667,0.477272727,0.333333333,0.522727273,F,Caroline Garcia,Chloe Paquet,clay,french
0.333333333,0.522727273,0.666666667,0.477272727,F,Chloe Paquet,Caroline Garcia,clay,french
0,0.580645161,0,0.419354839,F,nan,Barbora Strycova,clay,french
0,0.512195122,0,0.487804878,F,Barbora Strycova,nan,clay,french
0.25,0.5,0.75,0.5,F,Agnieszka Radwanska,Alison Van Uytvanck,clay,french
1,0.483870968,0,0.516129032,F,Alison Van Uytvanck,Agnieszka Radwanska,clay,french
0.25,0.441176471,0.75,0.558823529,F,Veronica Cepede Royg,Anastasia Pavlyuchenkova,clay,french
1,0.552631579,0,0.447368421,F,Anastasia Pavlyuchenkova,Veronica Cepede Royg,clay,french
0,0.492537313,0,0.507462687,F,Magdalena Rybarikova,Mariana Duque Marino,clay,french
0.75,0.549019608,0.25,0.450980392,F,Mariana Duque Marino,Magdalena Rybarikova,clay,french
0,0.543859649,0,0.456140351,F,Pauline Parmentier,Carina Witthoeft,clay,french
0,0.469387755,0,0.530612245,F,Carina Witthoeft,Pauline Parmentier,clay,french
0.666666667,0.479166667,0.333333333,0.520833333,F,Karolina Pliskova,Ekaterina Alexandrova,clay,french
0.2,0.5,0.8,0.5,F,Ekaterina Alexandrova,Karolina Pliskova,clay,french
0,0.465116279,0,0.534883721,F,Jelena Ostapenko,Lesia Tsurenko,clay,french
1,0.529411765,0,0.470588235,F,Lesia Tsurenko,Jelena Ostapenko,clay,french
0.25,0.533333333,0.75,0.466666667,F,Bethanie Mattek Sands,Samantha Stosur,clay,french
0,0.52,1,0.48,F,Samantha Stosur,Bethanie Mattek Sands,clay,french
0.6,0.473684211,0.4,0.526315789,F,Catherine Bellis,Caroline Wozniacki,clay,french
0,0.511111111,0,0.488888889,F,Caroline Wozniacki,Catherine Bellis,clay,french
0,0.5,1,0.5,F,Svetlana Kuznetsova,Shuai Zhang,clay,french
0,0.515463918,1,0.484536082,F,Shuai Zhang,Svetlana Kuznetsova,clay,french
1,0.431818182,0,0.568181818,F,Yulia Putintseva,nan,clay,french
0,0.542857143,0,0.457142857,F,nan,Yulia Putintseva,clay,french
0.5,0.445945946,0.5,0.554054054,F,Kristina Mladenovic,Shelby Rogers,clay,french
0.5,0.50877193,0.5,0.49122807,F,Shelby Rogers,Kristina Mladenovic,clay,french
0,0.454545455,1,0.545454545,F,Elise Mertens,Venus Williams,clay,french
1,0.470588235,0,0.529411765,F,Venus Williams,Elise Mertens,clay,french
0,0.387096774,0,0.612903226,F,Ons Jabeur,Timea Bacsinszky,clay,french
1,0.461538462,0,0.538461538,F,Timea Bacsinszky,Ons Jabeur,clay,french
0,0.538461538,1,0.461538462,F,Magda Linette,Elina Svitolina,clay,french
